6.196179443155772765e-02,6.157516536363973891e-01,2.277121231250916367e+00,5.046071785145590738e+00,8.922615088326791621e+00,1.390686748494172420e+01,2.000000000000000000e+01
1.241444345096812257e-01,6.761682633324721525e-01,2.332239749800844919e+00,5.092366638967670056e+00,8.956602426736528955e+00,1.392528984087476651e+01,2.000000000000000000e+01
1.865151509605375291e-01,7.367736593765025210e-01,2.387549184624397469e+00,5.138865056600527836e+00,8.990841675057778204e+00,1.394400737852087424e+01,2.000000000000000000e+01
2.490440405590318707e-01,7.975390809434127481e-01,2.443024202096555353e+00,5.185547112669166125e+00,9.025300017238887307e+00,1.396292918767417390e+01,2.000000000000000000e+01
3.117041718246549853e-01,8.584384791063895959e-01,2.498641400951593372e+00,5.232390006159866047e+00,9.059939545590800947e+00,1.398199600047457380e+01,2.000000000000000000e+01
3.744712870945179906e-01,9.194480458291651725e-01,2.554378322033106663e+00,5.279369101456501845e+00,9.094724055824810804e+00,1.400116691356544862e+01,2.000000000000000000e+01
4.373232596505360337e-01,9.805457148057713512e-01,2.610213080271477359e+00,5.326459378926484689e+00,9.129621178880201526e+00,1.402041229118229104e+01,2.000000000000000000e+01
5.002395697207959735e-01,1.041710770738298875e+00,2.666124373790807578e+00,5.373636521723756054e+00,9.164602712866814826e+00,1.403970978456866803e+01,2.000000000000000000e+01
5.632009203825920629e-01,1.102923600901543955e+00,2.722091642458399630e+00,5.420877571047642007e+00,9.199644314394797462e+00,1.405904198901013302e+01,2.000000000000000000e+01
6.261890067300375229e-01,1.164165566694717491e+00,2.778095246588757394e+00,5.468161253581535597e+00,9.234725009918832939e+00,1.407839499892643254e+01,2.000000000000000000e+01
6.891864047815702277e-01,1.225418956096681722e+00,2.834116610042016315e+00,5.515468095141881300e+00,9.269826701600084817e+00,1.409775747692899550e+01,2.000000000000000000e+01
7.521765371133403155e-01,1.286666980929680904e+00,2.890138312378702778e+00,5.562780406895906360e+00,9.304933726279850603e+00,1.411712002950833700e+01,2.000000000000000000e+01
8.151436788785684229e-01,1.347893792413337399e+00,2.946144133017644329e+00,5.610082201625005816e+00,9.340032480589378849e+00,1.413647477302988165e+01,2.000000000000000000e+01
8.780729787755944260e-01,1.409084498261593543e+00,3.002119056719590784e+00,5.657359075800889592e+00,9.375111108547304895e+00,1.415581502227744615e+01,2.000000000000000000e+01
9.409504794758684065e-01,1.470225172249119527e+00,3.058049250568872779e+00,5.704598078712101561e+00,9.410159242966290805e+00,1.417513506062759809e+01,2.000000000000000000e+01
