4.742885350708987424e-01,6.687744387490620612e-01,1.252232149783554904e+00,2.224861196433978172e+00,3.587005783386829183e+00,5.339215737173510057e+00,7.482330436155828934e+00,1.001760675359724395e+01,1.294691181731952767e+01,1.627301138435567651e+01,2.000000000000000000e+01
1.454869673073640346e+00,1.639898755360753357e+00,2.194986002222092392e+00,3.120280286424362171e+00,4.416024869391367957e+00,6.082577965143060261e+00,8.120430397595677974e+00,1.053022312804265326e+01,1.331275876930689961e+01,1.646899525617551419e+01,2.000000000000000000e+01
2.564675597585858391e+00,2.738877831023803555e+00,3.261484531337650594e+00,4.132560529282225836e+00,5.352207548062572151e+00,6.920566375991628050e+00,8.837814384123729994e+00,1.110415936027987449e+01,1.371982764164066460e+01,1.668504391539144649e+01,2.000000000000000000e+01
3.669373864320612189e+00,3.832650963497554297e+00,4.322482261028384620e+00,5.138885542459669331e+00,6.281887084281930989e+00,7.751519705907712776e+00,9.547818404790328728e+00,1.167081378504931166e+01,1.412052272839978784e+01,1.689693568365546383e+01,2.000000000000000000e+01
4.724947915319521741e+00,4.877714459882381171e+00,5.336014093570970118e+00,6.099845112593357932e+00,7.169203369231057721e+00,8.544079841511585727e+00,1.022445709061119601e+01,1.221030429469501222e+01,1.450157053224565296e+01,1.709817590684966149e+01,2.000000000000000000e+01
5.719346211098732091e+00,5.862183253746882983e+00,6.290694381691343651e+00,7.004871086741492725e+00,8.004698807254159831e+00,9.290154627186923975e+00,1.086120439718945008e+01,1.271779873919054182e+01,1.485986762886825119e+01,1.728731316501943027e+01,2.000000000000000000e+01
6.651383665690671521e+00,6.784903718937965067e+00,7.185463878679850147e+00,7.853053735667608670e+00,8.787655911113033014e+00,9.989243931203816373e+00,1.145777972735015204e+01,1.319321015985936718e+01,1.519546226815747580e+01,1.746443687006409462e+01,2.000000000000000000e+01
7.523387976470866434e+00,7.648187603078977936e+00,8.022586482903331984e+00,8.646574039624656649e+00,9.520132735418657788e+00,1.064323609918560010e+01,1.201584646219213504e+01,1.363791180210254161e+01,1.550936141231380994e+01,1.763010003859941932e+01,2.000000000000000000e+01
8.338695412487313163e+00,8.455340393123755405e+00,8.805275335033092787e+00,9.388490065213375146e+00,1.020496775295232439e+01,1.125468307300355342e+01,1.253760011470745717e+01,1.405366946458863175e+01,1.580282419567051910e+01,1.778497442702475695e+01,2.000000000000000000e+01
9.100814585247830379e+00,9.209836494812797980e+00,9.536902223507716769e+00,1.008200216611215971e+01,1.084512044398421615e+01,1.182623319051455546e+01,1.302530660566735143e+01,1.444229424025076014e+01,1.607713325981571728e+01,1.792973937303936438e+01,2.000000000000000000e+01
9.813155792491112805e+00,9.915052395335688828e+00,1.022074220386944177e+01,1.073021620802519749e+01,1.144345951727490629e+01,1.236044975892174058e+01,1.348115526276626142e+01,1.480553252658500085e+01,1.633352272839850983e+01,1.806504699076056397e+01,2.000000000000000000e+01
1.047895034894880162e+01,1.057418718904595778e+01,1.085989770933739251e+01,1.133607347769822482e+01,1.200270056016385212e+01,1.285975802417347502e+01,1.390721624288589808e+01,1.514503452755892887e+01,1.657315786917386191e+01,1.819151251372753464e+01,2.000000000000000000e+01
1.110123308355744953e+01,1.119024538235134436e+01,1.145728227873304128e+01,1.190233588802376552e+01,1.252539318138313185e+01,1.332643458696875527e+01,1.430543240541636507e+01,1.546234859738257228e+01,1.679713173860281827e+01,1.830971288487323889e+01,2.000000000000000000e+01
1.168284539828794877e+01,1.176603996679255815e+01,1.201562367230636852e+01,1.243158914425549710e+01,1.301392420347927548e+01,1.376261055484666329e+01,1.467762230641151078e+01,1.575892390169917334e+01,1.700646727393565882e+01,1.842018798145548075e+01,2.000000000000000000e+01
1.222644463379136504e+01,1.230420170609602337e+01,1.253747292301001082e+01,1.292625139528011680e+01,1.347052573913512497e+01,1.417027885436141688e+01,1.502548654028231034e+01,1.603611556323495435e+01,1.720212099684840368e+01,1.852344261009227111e+01,2.000000000000000000e+01
