4.744865971486178502e-01,8.714651371645449895e-01,2.062400757212327296e+00,4.048184655744594629e+00,6.830496767016299486e+00,1.041236348476227747e+01,1.479910320905286625e+01,2.000000000000000000e+01
1.455078237429157095e+00,1.832733994477715678e+00,2.965701265623392313e+00,4.854613337338131274e+00,7.500540387737991921e+00,1.090511775668563921e+01,1.507063464376217432e+01,2.000000000000000000e+01
2.564802393547856330e+00,2.920334404227101555e+00,3.986930436264839894e+00,5.764858028655569733e+00,8.254533680504428261e+00,1.145651757720134079e+01,1.537146268474467625e+01,2.000000000000000000e+01
3.669429390359057574e+00,4.002651469052243449e+00,5.002317705131799741e+00,6.668498557981664909e+00,9.001289745213489013e+00,1.200078849762519972e+01,1.566704723395650767e+01,2.000000000000000000e+01
4.724962949217886177e+00,5.036729877985340664e+00,5.972030664287705903e+00,7.530855506441547220e+00,9.713176157213618822e+00,1.251892393282745175e+01,1.594795526336493552e+01,2.000000000000000000e+01
5.719342395715143468e+00,6.010843507018822862e+00,6.885346840929861045e+00,8.342814870698324725e+00,1.038317821656518625e+01,1.300631651423919877e+01,1.621203052793476473e+01,2.000000000000000000e+01
6.651372264473596196e+00,6.923858792161817099e+00,7.741318375226482473e+00,9.103705881802197197e+00,1.101094144097842253e+01,1.346289329026999759e+01,1.645935336642599012e+01,2.000000000000000000e+01
7.523374083154325653e+00,7.778063882134719442e+00,8.542133279075905250e+00,9.815536623337637323e+00,1.159819412072496014e+01,1.388997609081809870e+01,1.669068074116432854e+01,2.000000000000000000e+01
8.338681140089583721e+00,8.576728972749565472e+00,9.290872470729508947e+00,1.048106778753898105e+01,1.214723860179621262e+01,1.428926150798880634e+01,1.690694544579208980e+01,2.000000000000000000e+01
9.100800747249348177e+00,9.323291483400467428e+00,9.990763691853837614e+00,1.110317599359333052e+01,1.266045646830986904e+01,1.466248903635389311e+01,1.710909430128139164e+01,2.000000000000000000e+01
9.813142669575206867e+00,1.002109215251385699e+01,1.064494060132980202e+01,1.168464920748693814e+01,1.314015055393265108e+01,1.501133589951841252e+01,1.729803729684763880e+01,2.000000000000000000e+01
1.047893801283145621e+01,1.067329632293452768e+01,1.125637125324375099e+01,1.222812648669843227e+01,1.358849894629243771e+01,1.533738691476762916e+01,1.747463332901748956e+01,2.000000000000000000e+01
1.110122152746749791e+01,1.128287686087952757e+01,1.182784286111563254e+01,1.273608556965450234e+01,1.400754600990409315e+01,1.564212908479144737e+01,1.763968796564311603e+01,2.000000000000000000e+01
1.168283458786305218e+01,1.185261716034984580e+01,1.236196487781023023e+01,1.321084599614724908e+01,1.439920538595659139e+01,1.592695415623185795e+01,1.779395506444791053e+01,2.000000000000000000e+01
1.222643452641851525e+01,1.238512031565352167e+01,1.286117768335856049e+01,1.365457695849528541e+01,1.476526661235355142e+01,1.619316356059846740e+01,1.793813952722819849e+01,2.000000000000000000e+01
