1.146671883968647526e-01,1.166955558853199210e-01,1.227806583506765720e-01,1.329224959541853712e-01,1.471210689504966196e-01,1.653763776972620447e-01,1.876884226585475990e-01,2.140572044085204684e-01,2.444827236358685374e-01,2.789649811490630404e-01,3.175039778825264891e-01,3.600997149037613032e-01,4.067521934214990420e-01,4.574614147949366272e-01,5.122273805441334149e-01,5.710500923616534941e-01,6.339295521255459143e-01,7.008657619137671491e-01,7.718587240201622013e-01,8.469084409721316931e-01,9.260149155501287144e-01,1.009178150809139529e+00,1.096398150102324998e+00,1.187674917107009342e+00,1.283008455853228869e+00,1.382398770755070005e+00,1.485845866645051583e+00,1.593349748811826450e+00,1.704910423041510859e+00,1.820527895662976459e+00,1.940202173597471269e+00,2.063933264412975088e+00,2.191721176383727432e+00,2.323565918555418719e+00,2.459467500816569618e+00,2.599425933976687642e+00,2.743441229851832919e+00,2.891513401358296598e+00,3.043642462615157473e+00,3.199828429056556622e+00,3.360071317554609749e+00,3.524371146553966216e+00,3.692727936219122764e+00,3.865141708595696723e+00,4.041612487786990116e+00,4.222140300147299463e+00,4.406725174493558939e+00,4.595367142337067001e+00,4.788066238137211883e+00,4.984822499579285804e+00,5.185635967878686081e+00,5.390506688114029998e+00,5.599434709591922577e+00,5.812420086246429918e+00,6.029462877076540828e+00,6.250563146625264466e+00,6.475720965504345727e+00,6.704936410968958427e+00,6.938209567547148460e+00,7.175540527729276086e+00,7.416929392723203840e+00,7.662376273281518380e+00,7.911881290607688300e+00,8.165444577348734967e+00,8.423066278682689756e+00,8.684746553509940625e+00,8.950485575758440504e+00,9.220283535813676323e+00,9.494140642085405091e+00,9.772057122724273626e+00,1.005403322750271400e+01,1.034006922987590116e+01,1.063016542924008334e+01,1.092432215340723900e+01,1.122253976131688979e+01,1.152481864600784611e+01,1.183115923787492285e+01,1.214156200823801868e+01,1.245602747325364312e+01,1.277455619820188559e+01,1.309714880218492006e+01,1.342380596327675235e+01,1.375452842416767396e+01,1.408931699835107487e+01,1.442817257690492738e+01,1.477109613592527637e+01,1.511808874467462083e+01,1.546915157451415901e+01,1.582428590869553098e+01,1.618349315309500724e+01,1.654677484798113696e+01,1.691413268091560340e+01,1.728556850089677255e+01,1.766108433386596843e+01,1.804068239970816379e+01,1.842436513089148420e+01,1.881213519290398040e+01,1.920399550666141764e+01,1.959994927307669244e+01,2.000000000000000000e+01
2.314059610929638244e-01,2.334220236037606311e-01,2.394702111361420860e-01,2.495505243280637941e-01,2.636629641858878048e-01,2.818075321206507944e-01,3.039842299591233865e-01,3.301930599551925472e-01,3.604340248033280902e-01,3.947071276545087715e-01,4.330123721347762245e-01,4.753497623665473570e-01,5.217193029928147707e-01,5.721209992043757575e-01,6.265548567702433624e-01,6.850208820714104307e-01,7.475190821381539896e-01,8.140494646910871879e-01,8.846120381861842796e-01,9.592068118640262320e-01,1.037833795803536630e+00,1.120493000980498088e+00,1.207184439331166370e+00,1.297908123821326143e+00,1.392664068521153764e+00,1.491452288686288874e+00,1.594272800845540461e+00,1.701125622895687917e+00,1.812010774203870245e+00,1.926928275718094996e+00,2.045878150086427372e+00,2.168860421785474113e+00,2.295875117258799669e+00,2.426922265065972972e+00,2.562001896042974014e+00,2.701114043474750481e+00,2.844258743280754675e+00,2.991436034214344009e+00,3.142645958076992763e+00,3.297888559948302323e+00,3.457163888432868148e+00,3.620471995925123032e+00,3.787812938893325043e+00,3.959186778183935385e+00,4.134593579347692227e+00,4.314033412988750094e+00,4.497506355138313872e+00,4.685012487654293345e+00,4.876551898648516570e+00,5.072124682943164764e+00,5.271730942558100708e+00,5.475370787230872338e+00,5.683044334971167899e+00,5.894751712651617126e+00,6.110493056636819631e+00,6.330268513452532275e+00,6.554078240496989061e+00,6.781922406796307534e+00,7.013801193805933920e+00,7.249714796260061433e+00,7.489663423070892279e+00,7.733647298279549887e+00,7.981666662060304063e+00,8.233721771779670462e+00,8.489812903111687348e+00,8.749940351210481637e+00,9.014104431940912932e+00,9.282305483167665017e+00,9.554543866102777727e+00,9.830819966710979685e+00,1.011113419717158024e+01,1.039548699739490267e+01,1.068387883659029036e+01,1.097631021488167669e+01,1.127278166496547662e+01,1.157329375380403569e+01,1.187784708434627134e+01,1.218644229726511696e+01,1.249908007269917931e+01,1.281576113198343236e+01,1.313648623935074156e+01,1.346125620358268726e+01,1.379007187958423764e+01,1.412293416985234451e+01,1.445984402580351791e+01,1.480080244891964725e+01,1.514581049166479154e+01,1.549486925811820370e+01,1.584797990426042880e+01,1.620514363783973266e+01,1.656636171773531174e+01,1.693163545272145498e+01,1.730096619952304238e+01,1.767435536003710084e+01,1.805180437757756806e+01,1.843331473198046666e+01,1.881888793338444188e+01,1.920852551447633161e+01,1.960222902096314712e+01,2.000000000000000000e+01
3.498322227960493080e-01,3.518359458212750313e-01,3.578471148969308291e-01,3.678657314181595916e-01,3.818917975837923806e-01,3.999253164726355725e-01,4.219662920633634462e-01,4.480147292538054771e-01,4.780706338834131430e-01,5.121340127596446523e-01,5.502048736885376545e-01,5.922832255096389664e-01,6.383690781354421917e-01,6.884624425954855020e-01,7.425633310852735036e-01,8.006717570202008805e-01,8.627877350946688839e-01,9.289112813466043894e-01,9.990424132276046754e-01,1.073181149678949176e+00,1.151327511213737553e+00,1.233481520005426324e+00,1.319643199983057791e+00,1.409812576933490380e+00,1.503989678610957892e+00,1.602174534854297061e+00,1.704367177712213133e+00,1.810567641576951825e+00,1.920775963326780689e+00,2.034992182477684874e+00,2.153216341344710294e+00,2.275448485213392047e+00,2.401688662521727746e+00,2.531936925053164700e+00,2.666193328141085228e+00,2.804457930885280614e+00,2.946730796380919060e+00,3.093011991960515239e+00,3.243301589449419264e+00,3.397599665435331762e+00,3.555906301552370863e+00,3.718221584780196931e+00,3.884545607758695063e+00,4.054878469118704309e+00,4.229220273829263910e+00,4.407571133561824617e+00,4.589931167071828355e+00,4.776300500598048338e+00,4.966679268280007165e+00,5.161067612593753573e+00,5.359465684806203001e+00,5.561873645448180525e+00,5.768291664806202590e+00,5.978719923432958439e+00,6.193158612676297636e+00,6.411607935226433241e+00,6.634068105680910321e+00,6.860539351126719865e+00,7.091021911738741856e+00,7.325516041393520972e+00,7.564022008297116351e+00,7.806540095625540410e+00,8.053070602175980142e+00,8.303613843026747432e+00,8.558170150203489257e+00,8.816739873348886647e+00,9.079323380392635201e+00,9.345921058218085165e+00,9.616533313321436793e+00,9.891160572458908007e+00,1.016980328327672822e+01,1.045246191491828291e+01,1.073913695860212236e+01,1.102982892816388194e+01,1.132453836055458751e+01,1.162326581628705036e+01,1.192601187982143252e+01,1.223277715988031566e+01,1.254356228968290488e+01,1.285836792708735743e+01,1.317719475462943990e+01,1.350004347944520333e+01,1.382691483306473046e+01,1.415780957106356297e+01,1.449272847255800656e+01,1.483167233953036401e+01,1.517464199597010044e+01,1.552163828681719515e+01,1.587266207669445883e+01,1.622771424841655019e+01,1.658679570126479774e+01,1.694990734901885077e+01,1.731705011773881608e+01,1.768822494329496919e+01,1.806343276864642888e+01,1.844267454087566094e+01,1.882595120799254573e+01,1.921326371553007561e+01,1.960461300296385545e+01,2.000000000000000000e+01
4.696137196896122412e-01,4.716050866809844422e-01,4.775791876551067627e-01,4.875360248592522927e-01,5.014756018327251041e-01,5.193979235258451288e-01,5.413029963264899269e-01,5.671908280840121108e-01,5.970614281365661524e-01,6.309148073429593495e-01,6.687509781193706759e-01,7.105699544811061585e-01,7.563717520895127944e-01,8.061563883041621414e-01,8.599238822404130511e-01,9.176742548324721138e-01,9.794075289020728325e-01,1.045123729232904752e+00,1.114822882650928548e+00,1.188505018110721068e+00,1.266170166788000984e+00,1.347818362178488716e+00,1.433449640203263042e+00,1.523064039320777940e+00,1.616661600645707741e+00,1.714242368074790690e+00,1.815806388419844097e+00,1.921353711548118515e+00,2.030884390530164119e+00,2.144398481795374511e+00,2.261896045295371138e+00,2.383377144675383974e+00,2.508841847453775031e+00,2.638290225209843243e+00,2.771722353780032400e+00,2.909138313462656722e+00,3.050538189231225772e+00,3.195922070956446426e+00,3.345290053636946315e+00,3.498642237638728059e+00,3.655978728943353850e+00,3.817299639404801770e+00,3.982605087014910339e+00,4.151895196177275871e+00,4.325170097989428974e+00,4.502429930533047298e+00,4.683674839171916737e+00,4.868904976857286293e+00,5.058120504440184462e+00,5.251321590990198906e+00,5.448508414120134979e+00,5.649681160315874529e+00,5.854840025270670267e+00,6.063985214223014175e+00,6.277116942297086055e+00,6.494235434844694232e+00,6.715340927787510239e+00,6.940433667958225250e+00,7.169513913439168995e+00,7.402581933896769328e+00,7.639638010910074328e+00,7.880682438291433556e+00,8.125715522397248591e+00,8.374737582426563520e+00,8.627748950705097286e+00,8.884749972952135977e+00,9.145741008527581428e+00,9.410722430656237592e+00,9.679694626626293541e+00,9.952657997958793246e+00,1.022961296054472058e+01,1.051055994474623567e+01,1.079549939545841397e+01,1.108443177212780384e+01,1.137735754872398353e+01,1.167427721366025040e+01,1.197519126965959479e+01,1.228010023356202929e+01,1.258900463606950204e+01,1.290190502142464268e+01,1.321880194701974354e+01,1.353969598293263843e+01,1.386458771138637758e+01,1.419347772612993985e+01,1.452636663173766252e+01,1.486325504282558363e+01,1.520414358318348924e+01,1.554903288482215196e+01,1.589792358693605756e+01,1.625081633478279031e+01,1.660771177848127422e+01,1.696861057173218157e+01,1.733351337046494578e+01,1.770242083141721423e+01,1.807533361065383204e+01,1.845225236203380348e+01,1.883317773563523900e+01,1.921811037614952866e+01,1.960705092125731497e+01,2.000000000000000000e+01
5.904593147735560654e-01,5.924383159567566670e-01,5.983753195063662433e-01,6.082703284176285141e-01,6.221233474051623968e-01,6.399343830574504288e-01,6.617034438664366469e-01,6.874305402519189645e-01,7.171156845887340925e-01,7.507588912381648605e-01,7.883601765839650666e-01,8.299195590731517358e-01,8.754370592616423918e-01,9.249126998647914100e-01,9.783465058128667513e-01,1.035738504311508823e+00,1.097088724907208102e+00,1.162397199557839045e+00,1.231663962708286375e+00,1.304889051371196151e+00,1.382072505212887270e+00,1.463214366644447928e+00,1.548314680918045694e+00,1.637373496228467840e+00,1.730390863819912806e+00,1.827366838098033242e+00,1.928301476747236398e+00,2.033194840853228325e+00,2.142046995030784551e+00,2.254858007556713950e+00,2.371627950507968041e+00,2.492356899904843104e+00,2.617044935859185184e+00,2.745692142727515606e+00,2.878298609268949093e+00,3.014864428807777497e+00,3.155389699400549031e+00,3.299874524007459620e+00,3.448319010667840967e+00,3.600723272679493547e+00,3.757087428781593630e+00,3.917411603340859916e+00,4.081695926540627184e+00,4.249940534572441031e+00,4.422145569829747380e+00,4.598311181103202472e+00,4.778437523777075313e+00,4.962524760026202131e+00,5.150573059012853783e+00,5.342582597082859763e+00,5.538553557960273821e+00,5.738486132939798701e+00,5.942380521076146671e+00,6.150236929369448546e+00,6.362055572945759963e+00,6.577836675231668373e+00,6.797580468121936725e+00,7.021287192139065603e+00,7.248957096583583670e+00,7.480590439673854064e+00,7.716187488674081330e+00,7.955748520009207958e+00,8.199273819365282989e+00,8.446763681773893140e+00,8.698218411679166095e+00,8.953638322985845832e+00,9.213023739086906971e+00,9.476374992869155633e+00,9.743692426695254483e+00,1.001497639236059101e+01,1.029022725102346314e+01,1.056944537310702437e+01,1.085263113817150504e+01,1.113978493475527465e+01,1.143090716018335229e+01,1.172599822034207584e+01,1.202505852941874664e+01,1.232808850960516445e+01,1.263508859076413060e+01,1.294605921005817706e+01,1.326100081153988519e+01,1.357991384570346227e+01,1.390279876899741929e+01,1.422965604329841938e+01,1.456048613534670899e+01,1.489528951614374819e+01,1.523406666031304013e+01,1.557681804542544768e+01,1.592354415129061884e+01,1.627424545921650534e+01,1.662892245123932966e+01,1.698757560932666877e+01,1.735020541455670440e+01,1.771681234627709500e+01,1.808739688124710909e+01,1.846195949276707182e+01,1.884050064979944850e+01,1.922302081608606628e+01,1.960952044926614235e+01,2.000000000000000000e+01
7.121115347963161701e-01,7.140781607088582117e-01,7.199780384465053196e-01,7.298111715250513720e-01,7.435775654760053976e-01,7.612772280241540956e-01,7.829101691169974009e-01,8.084764009465238432e-01,8.379759379726894331e-01,8.714087969502443132e-01,9.087749969593349464e-01,9.500745594400137328e-01,9.953075082307000221e-01,1.044473869610600625e+00,1.097573672346081830e+00,1.154606947740976164e+00,1.215573729690799354e+00,1.280474054740848189e+00,1.349307962148144524e+00,1.422075493947180913e+00,1.498776695019425231e+00,1.579411613166524564e+00,1.663980299187149292e+00,1.752482806957403882e+00,1.844919193514731326e+00,1.941289519145213527e+00,2.041593847474177714e+00,2.145832245559992302e+00,2.254004783990931404e+00,2.366111536984974784e+00,2.482152582492393122e+00,2.602128002300954979e+00,2.726037882143576230e+00,2.853882311808218830e+00,2.985661385249823052e+00,3.121375200704046726e+00,3.261023860802557017e+00,3.404607472689610059e+00,3.552126148139624462e+00,3.703580003675436494e+00,3.858969160686907429e+00,4.018293745549519791e+00,4.181553889742589902e+00,4.348749729966678856e+00,4.519881408259789346e+00,4.694949072111881172e+00,4.873952874577229366e+00,5.056892974384121331e+00,5.243769536041368973e+00,5.434582729941061174e+00,5.629332732457002386e+00,5.828019726038213832e+00,6.030643899296875610e+00,6.237205447090067523e+00,6.447704570594620321e+00,6.662141477374402321e+00,6.880516381439328200e+00,7.102829503295359004e+00,7.329081069984762387e+00,7.559271315115878132e+00,7.793400478881633120e+00,8.031468808066046350e+00,8.273476556037950402e+00,8.519423982731195721e+00,8.769311354610538345e+00,9.023138944622521862e+00,9.280907032130590650e+00,9.542615902833754049e+00,9.808265848668122899e+00,1.007785716769068252e+01,1.035139016394468925e+01,1.062886514730616838e+01,1.091028243331098935e+01,1.119564234296209726e+01,1.148494520251654016e+01,1.177819134325196693e+01,1.207538110121244301e+01,1.237651481693339406e+01,1.268159283514570568e+01,1.299061550445905766e+01,1.330358317702462578e+01,1.362049620817752249e+01,1.394135495605935660e+01,1.426615978122146799e+01,1.459491104620951063e+01,1.492760911513018129e+01,1.526425435320104107e+01,1.560484712628449344e+01,1.594938780040709503e+01,1.629787674126556496e+01,1.665031431372087667e+01,1.700670088128206459e+01,1.736703680558136043e+01,1.773132244584246919e+01,1.809955815834385007e+01,1.847174429587888866e+01,1.884788120721501414e+01,1.922796923655379331e+01,1.961200872299402675e+01,2.000000000000000000e+01
8.343420671578875014e-01,8.362963070049004299e-01,8.421590265458981373e-01,8.519302295560570171e-01,8.656099219728855543e-01,8.831981120837375521e-01,9.046948105529833972e-01,9.301000304396753737e-01,9.594137872157456615e-01,9.926360987864902841e-01,1.029766985513779431e+00,1.070806470242117392e+00,1.115754578327576407e+00,1.164611337669590130e+00,1.217376778745572041e+00,1.274050934648313760e+00,1.334633841126107390e+00,1.399125536625530408e+00,1.467526062336824921e+00,1.539835462241792685e+00,1.616053783164125957e+00,1.696181074822078694e+00,1.780217389883383516e+00,1.868162784022302958e+00,1.960017315978706876e+00,2.055781047619044344e+00,2.155454043999082359e+00,2.259036373428267908e+00,2.366528107535560199e+00,2.477929321336568957e+00,2.593240093301831806e+00,2.712460505426042445e+00,2.835590643298033786e+00,2.962630596171315300e+00,3.093580457034940334e+00,3.228440322684479558e+00,3.367210293792853637e+00,3.509890474980775554e+00,3.656480974886533897e+00,3.806981906234837343e+00,3.961393385904429021e+00,4.119715534994174533e+00,4.281948478887294129e+00,4.448092347313426842e+00,4.618147274408174852e+00,4.792113398769785704e+00,4.969990863512601997e+00,5.151779816316919280e+00,5.337480409474861354e+00,5.527092799931880407e+00,5.720617149323492967e+00,5.918053624006844871e+00,6.119402395086678936e+00,6.324663638435313651e+00,6.533837534706200323e+00,6.746924269340627056e+00,6.963924032567176070e+00,7.184837019393495616e+00,7.409663429589968153e+00,7.638403467664881319e+00,7.871057342830683368e+00,8.107625268960941156e+00,8.348107464537608990e+00,8.592504152588267274e+00,8.840815560612952595e+00,9.093041920500267494e+00,9.349183468432471500e+00,9.609240444779258539e+00,9.873213093979993360e+00,1.014110166441416183e+01,1.041290640825986635e+01,1.068862758134022251e+01,1.096826544295754147e+01,1.125182025571522715e+01,1.153929228532739870e+01,1.183068180041622597e+01,1.212598907229709866e+01,1.242521437475172341e+01,1.272835798378935301e+01,1.303542017739640535e+01,1.334640123527472966e+01,1.366130143856891266e+01,1.398012106958302425e+01,1.430286041148727882e+01,1.462951974801513799e+01,1.496009936315145694e+01,1.529459954081229967e+01,1.563302056451715671e+01,1.597536271705427602e+01,1.632162628013995231e+01,1.667181153407257810e+01,1.702591875738237803e+01,1.738394822647773452e+01,1.774590021528908679e+01,1.811177499491137510e+01,1.848157283324600897e+01,1.885529399464344991e+01,1.923293873954737876e+01,1.961450732414149556e+01,2.000000000000000000e+01
9.569490900620643004e-01,9.588909330950006193e-01,9.647164621937643902e-01,9.744256811600062740e-01,9.880185959712441957e-01,1.005495214967219830e+00,1.026855548873792934e+00,1.052099610816267905e+00,1.081227416332258828e+00,1.114238983385852810e+00,1.151134332383511039e+00,1.191913486191824800e+00,1.236576470157145335e+00,1.285123312127067763e+00,1.337554042473726001e+00,1.393868694118847396e+00,1.454067302560504871e+00,1.518149905901497787e+00,1.586116544879287549e+00,1.657967262897403149e+00,1.733702106058231829e+00,1.813321123197097151e+00,1.896824365917525901e+00,1.984211888627591680e+00,2.075483748577227061e+00,2.170640005896378177e+00,2.269680723633877406e+00,2.372605967796895143e+00,2.479415807390836779e+00,2.590110314459526997e+00,2.704689564125532186e+00,2.823153634630460207e+00,2.945502607375062087e+00,3.071736566958962911e+00,3.201855601219838032e+00,3.335859801271849001e+00,3.473749261543132238e+00,3.615524079812151292e+00,3.761184357242691512e+00,3.910730198417289749e+00,4.064161711368869057e+00,4.221479007610366985e+00,4.382682202162106577e+00,4.547771413576692900e+00,4.716746763961177535e+00,4.889608378996261884e+00,5.066356387952276386e+00,5.246990923701701171e+00,5.431512122727967906e+00,5.619920125130289712e+00,5.812215074624266897e+00,6.008397118538024273e+00,6.208466407803609144e+00,6.412423096943426160e+00,6.620267344051446123e+00,6.831999310768944511e+00,7.047619162254559200e+00,7.267127067148410724e+00,7.490523197530079003e+00,7.717807728870219819e+00,7.948980839975625656e+00,8.184042712927533714e+00,8.422993533013013234e+00,8.665833488649258953e+00,8.912562771300656550e+00,9.163181575388486877e+00,9.417690098193141068e+00,9.676088539748784356e+00,9.938377102730381552e+00,1.020455599233303801e+01,1.047462541614362053e+01,1.074858558400467778e+01,1.102643670787067620e+01,1.130817900165658862e+01,1.159381268107895124e+01,1.188333796348944027e+01,1.217675506770116378e+01,1.247406421380778063e+01,1.277526562299566848e+01,1.308035951734937541e+01,1.338934611965055943e+01,1.370222565317075158e+01,1.401899834145822332e+01,1.433966440811930987e+01,1.466422407659453597e+01,1.499267756992996681e+01,1.532502511054417837e+01,1.566126691999130038e+01,1.600140321872060412e+01,1.634543422583309891e+01,1.669336015883566304e+01,1.704518123339320823e+01,1.740089766307942654e+01,1.776050965912667223e+01,1.812401743017552036e+01,1.849142118202454554e+01,1.886272111738092150e+01,1.923791743561237766e+01,1.961701033250108139e+01,2.000000000000000000e+01
1.079755403606127429e+00,1.081684841640873751e+00,1.087473155745067199e+00,1.097120349570492870e+00,1.110626428857811820e+00,1.127991401613726685e+00,1.149215278131347606e+00,1.174298070999671761e+00,1.203239795111881394e+00,1.236040467674153431e+00,1.272700108215402581e+00,1.313218738598072477e+00,1.357596383029993969e+00,1.405833068077293913e+00,1.457928822678316472e+00,1.513883678158508550e+00,1.573697668246216708e+00,1.637370829089330293e+00,1.704903199272709280e+00,1.776294819836317096e+00,1.851545734293991163e+00,1.930655988652757893e+00,2.013625631432614416e+00,2.100454713686678243e+00,2.191143289021614038e+00,2.285691413618232914e+00,2.384099146252158352e+00,2.486366548314451475e+00,2.592493683832074680e+00,2.702480619488084823e+00,2.816327424641419164e+00,2.934034171346161290e+00,3.055600934370141797e+00,3.181027791212747591e+00,3.310314822121798173e+00,3.443462110109344554e+00,3.580469740966249148e+00,3.721337803275394318e+00,3.866066388423370359e+00,4.014655590610487934e+00,4.167105506858960418e+00,4.323416237019097608e+00,4.483587883773351379e+00,4.647620552638056068e+00,4.815514351962695727e+00,4.987269392926547695e+00,5.162885789532532854e+00,5.342363658598116238e+00,5.525703119743102576e+00,5.712904295374165109e+00,5.903967310665952262e+00,6.098892293538630049e+00,6.297679374631700355e+00,6.500328687273965400e+00,6.706840367449482088e+00,6.917214553759388984e+00,7.131451387379472706e+00,7.349551012013355589e+00,7.571513573841183842e+00,7.797339221463726489e+00,8.027028105841772287e+00,8.260580380230759800e+00,8.497996200110540244e+00,8.739275723110230487e+00,8.984419108928092257e+00,9.233426519246393127e+00,9.486298117641233318e+00,9.743034069487306326e+00,1.000363454185760936e+01,1.026809970341811784e+01,1.053642972431742386e+01,1.080862477607140981e+01,1.108468503144301920e+01,1.136461066431716738e+01,1.164840184957092895e+01,1.193605876293905688e+01,1.222758158087499680e+01,1.252297048040751726e+01,1.282222563899310686e+01,1.312534723436433381e+01,1.343233544437431703e+01,1.374319044683753788e+01,1.405791241936720581e+01,1.437650153920939644e+01,1.469895798307421586e+01,1.502528192696425080e+01,1.535547354600054781e+01,1.568953301424644842e+01,1.602746050452953597e+01,1.636925618826198559e+01,1.671492023525966530e+01,1.706445281356025134e+01,1.741785408924071277e+01,1.777512422623447463e+01,1.813626338614861311e+01,1.850127172808133835e+01,1.887014940844017374e+01,1.924289658076111564e+01,1.961951339552907925e+01,2.000000000000000000e+01
1.202606728523029522e+00,1.204523758360360741e+00,1.210274847872331527e+00,1.219860000445099679e+00,1.233279221400883419e+00,1.250532518160904827e+00,1.271619900262408454e+00,1.296541379365055757e+00,1.325296969255697288e+00,1.357886685853092690e+00,1.394310547212976870e+00,1.434568573533578029e+00,1.478660787161612644e+00,1.526587212598746746e+00,1.578347876508491510e+00,1.633942807723498314e+00,1.693372037253208617e+00,1.756635598291809375e+00,1.823733526226440915e+00,1.894665858645601109e+00,1.969432635347683869e+00,2.048033898349586934e+00,2.130469691895324313e+00,2.216740062464566563e+00,2.306845058781042734e+00,2.400784731820717166e+00,2.498559134819668515e+00,2.600168323281584648e+00,2.705612354984786361e+00,2.814891289988694645e+00,2.928005190639645594e+00,3.044954121575967232e+00,3.165738149732212570e+00,3.290357344342463630e+00,3.418811776942594971e+00,3.551101521371406555e+00,3.687226653770516283e+00,3.827187252582914478e+00,3.970983398550074206e+00,4.118615174707510818e+00,4.270082666378685943e+00,4.425385961167157767e+00,4.584525148946863027e+00,4.747500321850431249e+00,4.914311574255427750e+00,5.084959002768421499e+00,5.259442706206778340e+00,5.437762785578075686e+00,5.619919344057051624e+00,5.805912486959984520e+00,5.995742321716408973e+00,6.189408957838098857e+00,6.386912506885201957e+00,6.588253082429478269e+00,6.793430800014542470e+00,7.002445777113041281e+00,7.215298133080716880e+00,7.431987989107273762e+00,7.652515468164006407e+00,7.876880694948135364e+00,8.105083795823810888e+00,8.337124898759746827e+00,8.573004133263456339e+00,8.812721630312081444e+00,9.056277522279781778e+00,9.303671942861697630e+00,9.554905026994479300e+00,9.809976910773404057e+00,1.006888773136610382e+01,1.033163762692292131e+01,1.059822673648394797e+01,1.086865519988278628e+01,1.114292315764710395e+01,1.142103075089602626e+01,1.170297812123447834e+01,1.198876541064452717e+01,1.227839276137385838e+01,1.257186031582143926e+01,1.286916821642053677e+01,1.317031660551920247e+01,1.347530562525830433e+01,1.378413541744731852e+01,1.409680612343798067e+01,1.441331788399596903e+01,1.473367083917076314e+01,1.505786512816387379e+01,1.538590088919558418e+01,1.571777825937041762e+01,1.605349737454149661e+01,1.639305836917396419e+01,1.673646137620768570e+01,1.708370652691942482e+01,1.743479395078466254e+01,1.778972377533927940e+01,1.814849612604131579e+01,1.851111112613294551e+01,1.887756889650291825e+01,1.924786955554965928e+01,1.962201321904517570e+01,2.000000000000000000e+01
