7.008739596467143673e-02,1.475878702085119620e+00,5.693252620446464185e+00,1.252781253189071542e+01,2.000000000000000000e+01
2.733097284512207570e-01,1.810558362519846698e+00,6.422304264725724465e+00,1.349536307287162984e+01,2.013377876708038627e+01
5.960251155631001163e-01,2.230807712991110137e+00,7.135155505275140086e+00,1.427008517313556801e+01,2.026845237208684836e+01
1.009817139964788169e+00,2.710481705701808686e+00,7.812475402912870237e+00,1.491261795655568001e+01,2.040402680053511375e+01
1.485975452348784032e+00,3.226634294597952923e+00,8.448610821345459598e+00,1.546173930142691688e+01,2.054050807797765188e+01
2.000131490687143909e+00,3.761073035984486612e+00,9.043897671876514721e+00,1.594298496990981917e+01,2.067790227027148120e+01
2.533288669867957310e+00,4.300222448285680343e+00,9.601023783538849443e+00,1.637362243353715385e+01,2.081621548384776332e+01
3.071408784429371153e+00,4.834398728311579241e+00,1.012336855995820351e+01,1.676560677019288192e+01,2.095545386598320547e+01
3.604538217425359292e+00,5.356976525921807841e+00,1.061429145141115349e+01,1.712739102974131100e+01,2.109562360507326062e+01
4.125893565294513010e+00,5.863636232532318360e+00,1.107686423424573441e+01,1.746506775737494976e+01,2.123673093090719277e+01
4.631063570654637473e+00,6.351748211188546378e+00,1.151380213279027309e+01,1.778310820800009395e+01,2.137878211494492575e+01
5.117367341956890137e+00,6.819894820434137195e+00,1.192747725586587748e+01,1.808485228085791618e+01,2.152178347059580332e+01
5.583361041669008706e+00,7.267510937718244968e+00,1.231996062586595286e+01,1.837283961575322877e+01,2.166574135349917185e+01
6.028469110138163778e+00,7.694619165245085490e+00,1.269306933056585152e+01,1.864903692294283033e+01,2.181066216180685302e+01
6.452713679922395862e+00,8.101637650066335183e+00,1.304840956049815404e+01,1.891499607044158182e+01,2.195655233646752080e+01
6.856518703190580766e+00,8.489242211599329124e+00,1.338741273682557420e+01,1.917196515710805471e+01,2.210341836151295425e+01
7.240569679174299722e+00,8.858268423346087772e+00,1.371136465586145192e+01,1.942096722083316962e+01,2.225126676434621231e+01
7.605714153865110738e+00,9.209642758082729586e+00,1.402142857073558879e+01,1.966285642563972402e+01,2.240010411603176266e+01
7.952891813463388360e+00,9.544334700485011425e+00,1.431866336154988062e+01,1.989835844633370243e+01,2.254993703158751472e+01
8.283085895938562260e+00,9.863323888985002341e+00,1.460403786812432436e+01,2.012809969246994868e+01,2.270077217027882099e+01
8.597289867369138250e+00,1.016757797100321348e+01,1.487844228190543916e+01,2.035262860848837008e+01,2.285261623591445357e+01
8.896484971678251696e+00,1.045803805498783845e+01,1.514269730491659871e+01,2.057243132311472777e+01,2.300547597714454895e+01
9.181625486685105031e+00,1.073560951938589092e+01,1.539756161748824681e+01,2.078794325281532807e+01,2.315935818776053878e+01
9.453629412300072588e+00,1.100115657469600983e+01,1.564373806188382510e+01,2.099955779688520607e+01,2.331426970699712342e+01
9.713372963458402509e+00,1.125549943374669226e+01,1.588187884461156507e+01,2.120763293314070452e+01,2.347021741983620657e+01
9.961687706626216610e+00,1.149941327533455748e+01,1.611258998145958188e+01,2.141249629102363627e+01,2.362720825731291541e+01
1.019935951365924431e+01,1.173362842294321595e+01,1.633643515079512909e+01,2.161444911435308569e+01,2.378524919682366345e+01
1.042712874680692359e+01,1.195883132951784056e+01,1.655393907765059325e+01,2.181376940901064998e+01,2.394434726243620304e+01
1.064569126029661739e+01,1.217566608014023366e+01,1.676559053967108426e+01,2.201071448757525317e+01,2.410450952520186974e+01
1.085569992647523918e+01,1.238473621062667540e+01,1.697184506308098761e+01,2.220552306354163719e+01,2.426574310346981989e+01
1.105776648183945277e+01,1.258660670141492943e+01,1.717312736014135766e+01,2.239841700535215807e+01,2.442805516320339621e+01
1.125246355045908331e+01,1.278180604969724143e+01,1.736983354741171226e+01,2.258960283015132120e+01,2.459145291829864632e+01
1.144032674647339576e+01,1.297082835366706099e+01,1.756233317524805670e+01,2.277927299546448126e+01,2.475594363090491612e+01
1.162185678866357286e+01,1.315413536461126220e+01,1.775097109245433202e+01,2.296760703143669602e+01,2.492153461174761730e+01
1.179752158225914194e+01,1.333215847799405473e+01,1.793606916519879846e+01,2.315477254508761717e+01,2.508823322045315507e+01
1.196775823875458400e+01,1.350530064549962717e+01,1.811792786573475667e+01,2.334092611999079736e+01,2.525604686587602643e+01
1.213297501547611823e+01,1.367393819755346129e+01,1.829682774378549226e+01,2.352621412897781283e+01,2.542498300642809284e+01
1.229355316429076161e+01,1.383842257107313500e+01,1.847303079142025695e+01,2.371077347326233919e+01,2.559504915041007678e+01
1.244984868414936408e+01,1.399908194078332002e+01,1.864678171068518964e+01,2.389473225832121273e+01,2.576625285634526819e+01
1.260219397578580924e+01,1.415622275484776260e+01,1.881830909203362623e+01,2.407821041463472866e+01,2.593860173331543706e+01
1.275089939934409422e+01,1.431013117716634397e+01,1.898782651063309146e+01,2.426132026974410394e+01,2.611210344129904470e+01
1.289625473732077587e+01,1.446107443970197437e+01,1.915553354684556808e+01,2.444416707686498214e+01,2.628676569151166831e+01
1.303853056623987072e+01,1.460930210881404889e+01,1.932161673653658696e+01,2.462684950438313436e+01,2.646259624674873834e+01
1.317797954109665248e+01,1.475504726990564208e+01,1.948625045633261621e+01,2.480946008986736118e+01,2.663960292173054611e+01
1.331483759694146762e+01,1.489852763482873144e+01,1.964959774849052110e+01,2.499208566170452883e+01,2.681779358344955000e+01
1.344932507211269979e+01,1.503994657649690581e+01,1.981181108964952386e+01,2.517480773104862379e+01,2.699717615152006545e+01
