0.000000000000000000e+00,2.469135802469135665e-01,9.876543209876542662e-01,2.222222222222222321e+00,3.950617283950617065e+00,6.172839506172840274e+00,8.888888888888889284e+00,1.209876543209876232e+01,1.580246913580246826e+01,2.000000000000000000e+01
0.000000000000000000e+00,2.639355816659867404e-01,1.055742326663946962e+00,2.375420234993880886e+00,4.222969306655787847e+00,6.598389541649670065e+00,9.501680939975523543e+00,1.293284350163334828e+01,1.689187722662315139e+01,2.137878211494492575e+01
0.000000000000000000e+00,2.821310646409191381e-01,1.128524258563676552e+00,2.539179581768272520e+00,4.514097034254706209e+00,7.053276616022980505e+00,1.015671832707309008e+01,1.382442216740503582e+01,1.805638813701882484e+01,2.285261623591445357e+01
0.000000000000000000e+00,3.015809279407826726e-01,1.206323711763130690e+00,2.714228351467044220e+00,4.825294847052522762e+00,7.539523198519567870e+00,1.085691340586817688e+01,1.477746546909834713e+01,1.930117938821009105e+01,2.442805516320339621e+01
0.000000000000000000e+00,3.223716474234449847e-01,1.289486589693779939e+00,2.901344826811004918e+00,5.157946358775119755e+00,8.059291185586126005e+00,1.160537930724401967e+01,1.579621072374879986e+01,2.063178543510047902e+01,2.611210344129904470e+01
0.000000000000000000e+00,3.445956605150838348e-01,1.378382642060335339e+00,3.101360944635754624e+00,5.513530568241341356e+00,8.614891512877097313e+00,1.240544377854301850e+01,1.688518736523910491e+01,2.205412227296536543e+01,2.791224850172179117e+01
0.000000000000000000e+00,3.683517771953753739e-01,1.473407108781501496e+00,3.315165994758378698e+00,5.893628435126005982e+00,9.208794429884385124e+00,1.326066397903351479e+01,1.804923708257339143e+01,2.357451374050402393e+01,2.983649395282540695e+01
0.000000000000000000e+00,3.937456193156334550e-01,1.574982477262533820e+00,3.543710573840701539e+00,6.299929909050135279e+00,9.843640482890837262e+00,1.417484229536280615e+01,1.929353534646603663e+01,2.519971963620054112e+01,3.189339516456631074e+01
0.000000000000000000e+00,4.208900902031489366e-01,1.683560360812595746e+00,3.788010811828340874e+00,6.734241443250382986e+00,1.052225225507872430e+01,1.515204324731336349e+01,2.062361441995429345e+01,2.693696577300153194e+01,3.409209730645506653e+01
0.000000000000000000e+00,4.499058766396317743e-01,1.799623506558527097e+00,4.049152889756686413e+00,7.198494026234108389e+00,1.124764691599079747e+01,1.619661155902674565e+01,2.204538795534195472e+01,2.879397610493643356e+01,3.644237600781017505e+01
0.000000000000000000e+00,4.809219854455989429e-01,1.923687941782395772e+00,4.328297869010390819e+00,7.694751767129583087e+00,1.202304963613997479e+01,1.731319147604156328e+01,2.356517728683434143e+01,3.077900706851833235e+01,3.895468082109351826e+01
0.000000000000000000e+00,5.140763170564087714e-01,2.056305268225635086e+00,4.626686853507679054e+00,8.225221072902540342e+00,1.285190792641022028e+01,1.850674741403071621e+01,2.518973953576402280e+01,3.290088429161016137e+01,4.164018168156911059e+01
0.000000000000000000e+00,5.495162786401155408e-01,2.198065114560462163e+00,4.945646507761040311e+00,8.792260458241848653e+00,1.373790696600288896e+01,1.978258603104416125e+01,2.692629765336565484e+01,3.516904183296739461e+01,4.451081856984935570e+01
0.000000000000000000e+00,5.873994394831195676e-01,2.349597757932478270e+00,5.286594955348077107e+00,9.398391031729913081e+00,1.468498598707799196e+01,2.114637982139230843e+01,2.878257253467285537e+01,3.759356412691965232e+01,4.757935459813268864e+01
0.000000000000000000e+00,6.278942315575195554e-01,2.511576926230078222e+00,5.651048084017676665e+00,1.004630770492031289e+01,1.569735578893799222e+01,2.260419233607070666e+01,3.076681734631845444e+01,4.018523081968125155e+01,5.085943275615909442e+01
