1.110388145643407577e-02,3.234296506829210105e-01,1.260406958362381813e+00,2.822035804496968669e+00,5.008316189145197939e+00,7.819248113970344249e+00,1.125483162725014452e+01,1.531506815073019290e+01,2.000000000000000000e+01
2.220363024807103791e-02,3.343552485964328969e-01,1.270810103641518474e+00,2.831568195407252908e+00,5.016629524434387477e+00,7.825994102997539947e+00,1.125966219738790564e+01,1.531763899753952707e+01,2.000000000000000000e+01
3.329922168007618671e-02,3.452767691926950100e-01,1.281209411730551473e+00,2.841097149427033397e+00,5.024939984798870718e+00,7.832737963863914743e+00,1.126449184805321480e+01,1.532021207954312203e+01,2.000000000000000000e+01
4.439063140229445453e-02,3.561941882698289596e-01,1.291604858872432482e+00,2.850622643714429305e+00,5.033247550818469307e+00,7.839479700535258111e+00,1.126932066934453402e+01,1.532278700484742373e+01,2.000000000000000000e+01
5.547783540272780561e-02,3.671074819691145796e-01,1.301996421668274895e+00,2.860144655972669536e+00,5.041552204899951484e+00,7.846219320387240792e+00,1.127414871484163150e+01,1.532536343877063523e+01,2.000000000000000000e+01
6.656081000092879674e-02,3.780166267733807706e-01,1.312384077090736678e+00,2.869663164526712329e+00,5.049853931211434777e+00,7.852956831623163048e+00,1.127897601022787732e+01,1.532794109422855300e+01,2.000000000000000000e+01
7.763953184218608250e-02,3.889215995068385778e-01,1.322767802500796064e+00,2.879178148380401314e+00,5.058152715477878480e+00,7.859692241563301707e+00,1.128380256002892601e+01,1.533051972386811102e+01,2.000000000000000000e+01
8.871397789328579198e-02,3.998223773364182332e-01,1.333147575665815543e+00,2.888689587249340995e+00,5.066448544708275215e+00,7.866425555566124217e+00,1.128862835287326227e+01,1.533309911361437550e+01,2.000000000000000000e+01
9.978412544035997200e-02,4.107189377744904779e-01,1.343523374776881996e+00,2.898197461569474331e+00,5.074741406900726837e+00,7.873156776402341350e+00,1.129345336559261526e+01,1.533567907736294522e+01,2.000000000000000000e+01
1.108499520890178919e-01,4.216112586827087116e-01,1.353895178463781157e+00,2.907701752484017188e+00,5.083031290754412623e+00,7.879885903948680159e+00,1.129827756641189218e+01,1.533825945260257306e+01,2.000000000000000000e+01
1.219114357666742504e-01,4.324993182766119770e-01,1.364262965806425143e+00,2.917202441812642544e+00,5.091318185405485863e+00,7.886612935102960797e+00,1.130310091742469147e+01,1.534084009679482996e+01,2.000000000000000000e+01
1.329685547267722701e-01,4.433830951305827162e-01,1.374626716342014054e+00,2.926699512007200799e+00,5.099602080195910325e+00,7.893337863848133296e+00,1.130792337650833623e+01,1.534342088437130691e+01,2.000000000000000000e+01
1.440212875544553961e-01,4.542625681827476836e-01,1.384986410067624574e+00,2.936192946098098666e+00,5.107882964478791088e+00,7.900060681412626629e+00,1.131274489879945655e+01,1.534600170423571264e+01,2.000000000000000000e+01
1.550696131731704452e-01,4.651377167394379342e-01,1.395342027438240429e+00,2.945682727635043019e+00,5.116160827460308980e+00,7.906781376488974722e+00,1.131756543782519664e+01,1.534858245767974516e+01,2.000000000000000000e+01
