2.585350640190663962e-01,1.487863458773156067e+00,5.175848643035425134e+00,1.133310064838681619e+01,2.000000000000000000e+01
7.527678766188584669e-01,1.953748917349614755e+00,5.556692039541883510e+00,1.157152730374630423e+01,2.000000000000000000e+01
1.336539230730900085e+00,2.502621838294314394e+00,6.000869660984557541e+00,1.183184528010924907e+01,2.000000000000000000e+01
1.938664151392720525e+00,3.067261275329027370e+00,6.453052647137948128e+00,1.209721422165357296e+01,2.000000000000000000e+01
2.532369523215915574e+00,3.624051165005828246e+00,6.899096090375565815e+00,1.235757746319007033e+01,2.000000000000000000e+01
3.110752693961150062e+00,4.166303089559849404e+00,7.332954276355946988e+00,1.261084081628185949e+01,2.000000000000000000e+01
3.671257665519920721e+00,4.691798195632467028e+00,7.753419785970106837e+00,1.285613363092518924e+01,2.000000000000000000e+01
4.213644878151982631e+00,5.200288434699873008e+00,8.160219104343543250e+00,1.309345362477463048e+01,2.000000000000000000e+01
4.738163592742621333e+00,5.692027202116609175e+00,8.553618030238572700e+00,1.332293899010950788e+01,2.000000000000000000e+01
5.245310412879806705e+00,6.167477637576735283e+00,8.933979311667521017e+00,1.354481877352324304e+01,2.000000000000000000e+01
5.735622043193394859e+00,6.627145086386451389e+00,9.301714215965622756e+00,1.375933117735790567e+01,2.000000000000000000e+01
6.209646615363783262e+00,7.071543173218866940e+00,9.657232846784118863e+00,1.396671736626184135e+01,2.000000000000000000e+01
6.667920702869555960e+00,7.501175178014851674e+00,1.000093860345073615e+01,1.416721248618726214e+01,2.000000000000000000e+01
7.110966399500182611e+00,7.916530538404519923e+00,1.033322295511752920e+01,1.436104510960244340e+01,2.000000000000000000e+01
7.539289231027296978e+00,8.318083211710440850e+00,1.065446515375987424e+01,1.454843645007790087e+01,2.000000000000000000e+01
7.953378307861188823e+00,8.706291736407436588e+00,1.096503202204618255e+01,1.472960051153421901e+01,2.000000000000000000e+01
8.353706578254554316e+00,9.081599504487114061e+00,1.126527828318479152e+01,1.490474421427204632e+01,2.000000000000000000e+01
8.740731317675324519e+00,9.444435211462510082e+00,1.155554689282406677e+01,1.507406761847981969e+01,2.000000000000000000e+01
9.114894616359769941e+00,9.795213317278067322e+00,1.183616942003295769e+01,1.523776413934850815e+01,2.000000000000000000e+01
9.476623878237678156e+00,1.013433451310811861e+01,1.210746641771943999e+01,1.539602076642534279e+01,2.000000000000000000e+01
9.826332305189984240e+00,1.046218617576766263e+01,1.236974778750069781e+01,1.554901827569100980e+01,2.000000000000000000e+01
1.016441936832546666e+01,1.077914280943292091e+01,1.262331313275528721e+01,1.569693143586597373e+01,2.000000000000000000e+01
1.049127126384372843e+01,1.108556647305882414e+01,1.286845210070410950e+01,1.583992920787595970e+01,2.000000000000000000e+01
1.080726135410060529e+01,1.138180719386696360e+01,1.310544471316603676e+01,1.597817493783217735e+01,2.000000000000000000e+01
1.111275059404774090e+01,1.166820336713774786e+01,1.333456168640776873e+01,1.611182654360173672e+01,2.000000000000000000e+01
1.140808794354067146e+01,1.194508214274808644e+01,1.355606474037032960e+01,1.624103669519410076e+01,2.000000000000000000e+01
1.169361076594920412e+01,1.221275979886917185e+01,1.377020689762907324e+01,1.636595298915356622e+01,2.000000000000000000e+01
1.196964521352584221e+01,1.247154210324927526e+01,1.397723277241957263e+01,1.648671811715821889e+01,2.000000000000000000e+01
1.223650659996828516e+01,1.272172466249116241e+01,1.417737885005979948e+01,1.660347002901614388e+01,2.000000000000000000e+01
1.249449976060160594e+01,1.296359325972289334e+01,1.437087375708675374e+01,1.671634209024522377e+01,2.000000000000000000e+01
