0.000000000000000000e+00,5.555555555555555802e-01,2.222222222222222321e+00,5.000000000000000000e+00,8.888888888888889284e+00,1.388888888888888573e+01,2.000000000000000000e+01
1.126225994537932706e-02,5.665049749468965556e-01,2.232233119951448241e+00,5.008446694959034495e+00,8.895145699969654984e+00,1.389233013498330749e+01,2.000000000000000000e+01
2.251817796580457554e-02,5.774482285778655966e-01,2.242238380414048660e+00,5.016888633474353654e+00,8.901398987758780024e+00,1.389576944326732644e+01,2.000000000000000000e+01
3.376775763249462159e-02,5.883853199204809314e-01,2.252238006784439861e+00,5.025325818224370522e+00,8.907648754240275579e+00,1.389920681483214793e+01,2.000000000000000000e+01
4.501100251466327862e-02,5.993162524448115702e-01,2.262232002235256445e+00,5.033758251885997126e+00,8.913895001397035500e+00,1.390264225076836624e+01,2.000000000000000000e+01
5.624791617950375411e-02,6.102410296189619832e-01,2.272220369937336670e+00,5.042185937134627594e+00,8.920137731210836307e+00,1.390607575216595571e+01,2.000000000000000000e+01
6.747850219221307455e-02,6.211596549090960817e-01,2.282203113059745103e+00,5.050608876644159473e+00,8.926376945662340745e+00,1.390950732011428492e+01,2.000000000000000000e+01
7.870276411597210142e-02,6.320721317794173455e-01,2.292180234769753078e+00,5.059027073086978632e+00,8.932612646731096007e+00,1.391293695570209898e+01,2.000000000000000000e+01
8.992070551195663342e-02,6.429784636921800356e-01,2.302151738232850242e+00,5.067440529133967253e+00,8.938844836395531956e+00,1.391636466001753902e+01,2.000000000000000000e+01
1.011323299393374064e-01,6.538786541076891945e-01,2.312117626612744559e+00,5.075849247454502944e+00,8.945073516632966459e+00,1.391979043414812800e+01,2.000000000000000000e+01
1.123376409552823141e-01,6.647727064843023115e-01,2.322077903071362304e+00,5.084253230716461402e+00,8.951298689419601828e+00,1.392321427918077781e+01,2.000000000000000000e+01
1.235366421149564076e-01,6.756606242784298777e-01,2.332032570768850288e+00,5.092652481586217306e+00,8.957520356730531930e+00,1.392663619620178928e+01,2.000000000000000000e+01
1.347293369715218958e-01,6.865424109445351641e-01,2.341981632863574969e+00,5.101047002728641644e+00,8.963738520539735077e+00,1.393005618629685038e+01,2.000000000000000000e+01
1.459157290761381454e-01,6.974180699351343327e-01,2.351925092512122895e+00,5.109436796807103498e+00,8.969953182820077586e+00,1.393347425055103983e+01,2.000000000000000000e+01
1.570958219779683418e-01,7.082876047008025422e-01,2.361862952869305143e+00,5.117821866483476256e+00,8.976164345543315548e+00,1.393689039004881991e+01,2.000000000000000000e+01
1.682696192241750488e-01,7.191510186901701740e-01,2.371795217088155550e+00,5.126202214418131398e+00,8.982372010680098384e+00,1.394030460587405074e+01,2.000000000000000000e+01
1.794371243599224286e-01,7.300083153499246080e-01,2.381721888319931146e+00,5.134577843269942043e+00,8.988576180199956411e+00,1.394371689910997247e+01,2.000000000000000000e+01
1.905983409283829033e-01,7.408594981248166622e-01,2.391642969714118383e+00,5.142948755696287400e+00,8.994776856071323934e+00,1.394712727083922488e+01,2.000000000000000000e+01
2.017532724707260527e-01,7.517045704576503784e-01,2.401558464418423355e+00,5.151314954353044762e+00,9.000974040261514375e+00,1.395053572214382953e+01,2.000000000000000000e+01
2.129019225261341575e-01,7.625435357892971222e-01,2.411468375578786016e+00,5.159676441894600174e+00,9.007167734736741593e+00,1.395394225410520406e+01,2.000000000000000000e+01
2.240442946317955375e-01,7.733763975586901429e-01,2.421372706339373959e+00,5.168033220973846653e+00,9.013357941462109224e+00,1.395734686780415679e+01,2.000000000000000000e+01
2.351803923229045523e-01,7.842031592028239073e-01,2.431271459842581972e+00,5.176385294242178858e+00,9.019544662401614232e+00,1.396074956432088499e+01,2.000000000000000000e+01
2.463102191326616008e-01,7.950238241567543218e-01,2.441164639229032485e+00,5.184732664349496645e+00,9.025727899518145136e+00,1.396415034473497663e+01,2.000000000000000000e+01
2.574337785922864441e-01,8.058383958536118330e-01,2.451052247637588000e+00,5.193075333944214833e+00,9.031907654773492666e+00,1.396754921012541750e+01,2.000000000000000000e+01
2.685510742310048826e-01,8.166468777245881050e-01,2.460934288205337772e+00,5.201413305673253440e+00,9.038083930128337329e+00,1.397094616157058233e+01,2.000000000000000000e+01
2.796621095760531972e-01,8.274492731989406824e-01,2.470810764067603138e+00,5.209746582182040342e+00,9.044256727542252960e+00,1.397434120014823478e+01,2.000000000000000000e+01
2.907668881526870308e-01,8.382455857040012059e-01,2.480681678357944175e+00,5.218075166114514829e+00,9.050426048973715609e+00,1.397773432693553985e+01,2.000000000000000000e+01
3.018654134841702863e-01,8.490358186651655314e-01,2.490547034208151267e+00,5.226399060113127604e+00,9.056591896380094653e+00,1.398112554300904975e+01,2.000000000000000000e+01
3.129576890917906695e-01,8.598199755059076077e-01,2.500406834748258422e+00,5.234718266818843446e+00,9.062754271717661680e+00,1.398451484944471090e+01,2.000000000000000000e+01
3.240437184948463667e-01,8.705980596477673750e-01,2.510261083106530400e+00,5.243032788871134997e+00,9.068913176941581611e+00,1.398790224731786580e+01,2.000000000000000000e+01
3.351235052106571466e-01,8.813700745103610901e-01,2.520109782409472921e+00,5.251342628907992527e+00,9.075068614005921575e+00,1.399128773770325296e+01,2.000000000000000000e+01
3.461970527545621401e-01,8.921360235113798831e-01,2.529952935781833112e+00,5.259647789565921272e+00,9.081220584863645584e+00,1.399467132167500161e+01,2.000000000000000000e+01
3.572643646399176198e-01,9.028959100665865378e-01,2.539790546346593736e+00,5.267948273479937882e+00,9.087369091466621640e+00,1.399805300030663879e+01,2.000000000000000000e+01
3.683254443781081022e-01,9.136497375898273710e-01,2.549622617224985177e+00,5.276244083283581077e+00,9.093514135765616402e+00,1.400143277467108582e+01,2.000000000000000000e+01
