6.207295634943991308e-02,8.595307385190078531e-01,3.251904085027711666e+00,7.239210394814217686e+00,1.282157755442840319e+01,2.000000000000000000e+01
1.243438860608588464e-01,9.192608959893746601e-01,3.304011925774922087e+00,7.278649565716722947e+00,1.284346578765433300e+01,2.000000000000000000e+01
1.867836652512679940e-01,9.791625156597840718e-01,3.356299066885332305e+00,7.318293099383930134e+00,1.286559214546663732e+01,2.000000000000000000e+01
2.493657822705107885e-01,1.039209757643614340e+00,3.408741683762924968e+00,7.358113662996385251e+00,1.288790128278148117e+01,2.000000000000000000e+01
3.120658796485535902e-01,1.099378535177425009e+00,3.461316501764039266e+00,7.398083518775867340e+00,1.291035029846156235e+01,2.000000000000000000e+01
3.748613598902066357e-01,1.159646248385015621e+00,3.514000913869442577e+00,7.438175916655509923e+00,1.293290541775404101e+01,2.000000000000000000e+01
4.377310872094191119e-01,1.219991603607338826e+00,3.566773152801097968e+00,7.478365809371500639e+00,1.295553965710067423e+01,2.000000000000000000e+01
5.006551802824737996e-01,1.280394497860841252e+00,3.619612450595943720e+00,7.518630164528729232e+00,1.297823116128191856e+01,2.000000000000000000e+01
5.636148775837135361e-01,1.340835948049095672e+00,3.672499159445242078e+00,7.558948042560336589e+00,1.300096200488163412e+01,2.000000000000000000e+01
6.265924546124398420e-01,1.401298047986229145e+00,3.725414828107596943e+00,7.599300543823388487e+00,1.302371731750029582e+01,2.000000000000000000e+01
6.895711748503838834e-01,1.461763940540552920e+00,3.778342237611060028e+00,7.639670687307935637e+00,1.304648463699047589e+01,2.000000000000000000e+01
7.525352603371473492e-01,1.522217796131239309e+00,3.831265403513515189e+00,7.680043258206843859e+00,1.306925342499704534e+01,2.000000000000000000e+01
8.154698717892977511e-01,1.582644791996752121e+00,3.884169552619115340e+00,7.720404646048150354e+00,1.309201469929863393e+01,2.000000000000000000e+01
8.783610916040350824e-01,1.643031089040243975e+00,3.937041081348870541e+00,7.760742685577155520e+00,1.311476075115920814e+01,2.000000000000000000e+01
9.411959057218043379e-01,1.703363804735221976e+00,3.989867501775474778e+00,7.801046506810388692e+00,1.313748492526927869e+01,2.000000000000000000e+01
1.003962182221873389e+00,1.763630981684871646e+00,4.042637380073866638e+00,7.841306397242541415e+00,1.316018144630991138e+01,2.000000000000000000e+01
1.066648645816505869e+00,1.823821552111762667e+00,4.095340270997533061e+00,7.881513677180297606e+00,1.318284528065372285e+01,2.000000000000000000e+01
1.129244848233220688e+00,1.883925298933319503e+00,4.147966651033615726e+00,7.921660588048434093e+00,1.320547202485482607e+01,2.000000000000000000e+01
1.191741134957685411e+00,1.943932814249539565e+00,4.200507852125102026e+00,7.961740192917764247e+00,1.322805781479645759e+01,2.000000000000000000e+01
1.254128609055898957e+00,2.003835456106183965e+00,4.252955997257038767e+00,8.001746288226774695e+00,1.325059925094536162e+01,2.000000000000000000e+01
1.316399092883276722e+00,2.063625304351870859e+00,4.305303938757653270e+00,8.041673325576661924e+00,1.327309333629927401e+01,2.000000000000000000e+01
1.378545088478625003e+00,2.123295116317902576e+00,4.357545199835735517e+00,8.081516342491358529e+00,1.329553742444009856e+01,2.000000000000000000e+01
1.440559737374251137e+00,2.182838282939850938e+00,4.409673919636650119e+00,8.121270901101029338e+00,1.331792917571144841e+01,2.000000000000000000e+01
1.502436780457673704e+00,2.242248785825602830e+00,4.461684801929390431e+00,8.160933033799549818e+00,1.334026651998815538e+01,2.000000000000000000e+01
1.564170518414110367e+00,2.301521155665267937e+00,4.513573067418740870e+00,8.200499195027008525e+00,1.336254762484104752e+01,2.000000000000000000e+01
1.625755773173517715e+00,2.360650432279240540e+00,4.565334409596409238e+00,8.239966218427127842e+00,1.338477086815379202e+01,2.000000000000000000e+01
1.687187850688134816e+00,2.419632126514263959e+00,4.616964953992651388e+00,8.279331278722224852e+00,1.340693481444170487e+01,2.000000000000000000e+01
1.748462505279578361e+00,2.478462184124090140e+00,4.668461220657625255e+00,8.318591857732199557e+00,1.342903819427102086e+01,2.000000000000000000e+01
1.809575905719889910e+00,2.537136951710867283e+00,4.719820089683799402e+00,8.357745714038623319e+00,1.345107988629223073e+01,2.000000000000000000e+01
1.870524603148493448e+00,2.595653144754591413e+00,4.771038769572885307e+00,8.396790855860334801e+00,1.347305890149129226e+01,2.000000000000000000e+01
1.931305500876032921e+00,2.654007817719494788e+00,4.822114768249880612e+00,8.435725516763815435e+00,1.349497436933355310e+01,2.000000000000000000e+01
1.991915826085346675e+00,2.712198336196678827e+00,4.873045866530675063e+00,8.474548133880695389e+00,1.351682552553173267e+01,2.000000000000000000e+01
2.052353103408084856e+00,2.770222351020224405e+00,4.923830093856643053e+00,8.513257328347100028e+00,1.353861170121443536e+01,2.000000000000000000e+01
2.112615130331354063e+00,2.828077774278143774e+00,4.974465706118512465e+00,8.551851887716001244e+00,1.356033231330822808e+01,2.000000000000000000e+01
2.172699954371028142e+00,2.885762757128728317e+00,5.024951165401828845e+00,8.590330750124982373e+00,1.358198685597577615e+01,2.000000000000000000e+01
2.232605851935855146e+00,2.943275669326104627e+00,5.075285121496853513e+00,8.628692990028859811e+00,1.360357489297677347e+01,2.000000000000000000e+01
2.292331308798213563e+00,3.000615080355258257e+00,5.125466395026392341e+00,8.666937805329787636e+00,1.362509605083815423e+01,2.000000000000000000e+01
2.351875002082470356e+00,3.057779742075743989e+00,5.175493962055564445e+00,8.705064505757487581e+00,1.364655001273658463e+01,2.000000000000000000e+01
2.411235783679652744e+00,3.114768572774159860e+00,5.225366940057680765e+00,8.743072502369592769e+00,1.366793651300976542e+01,2.000000000000000000e+01
2.470412664996936680e+00,3.171580642527737304e+00,5.275084575120139618e+00,8.780961298057114561e+00,1.368925533222453872e+01,2.000000000000000000e+01
2.529404802951805475e+00,3.228215159784710853e+00,5.324646230283427428e+00,8.818730478953057172e+00,1.371050629273930177e+01,2.000000000000000000e+01
2.588211487123210919e+00,3.284671459071155208e+00,5.374051374914987633e+00,8.856379706653603634e+00,1.373168925470639579e+01,2.000000000000000000e+01
2.646832127975385696e+00,3.340948989738480979e+00,5.423299575027766828e+00,8.893908711171212289e+00,1.375280411246689027e+01,2.000000000000000000e+01
2.705266246073782188e+00,3.397047305670534811e+00,5.472390484460793125e+00,8.931317284547658275e+00,1.377385079129613565e+01,2.000000000000000000e+01
2.763513462216868444e+00,3.452966055874171047e+00,5.521323836846078414e+00,8.968605275062721205e+00,1.379482924446337044e+01,2.000000000000000000e+01
2.821573488411862396e+00,3.508704975882046107e+00,5.570099438292598570e+00,9.005772581980941993e+00,1.381573945057302666e+01,2.000000000000000000e+01
2.879446119626986711e+00,3.564263879901245158e+00,5.618717160724020943e+00,9.042819150784801252e+00,1.383658141115908968e+01,2.000000000000000000e+01
2.937131226257270189e+00,3.619642653646031771e+00,5.667176935812315186e+00,9.079744968847979436e+00,1.385735514850708228e+01,2.000000000000000000e+01
2.994628747245245304e+00,3.674841247797535626e+00,5.715478749454406149e+00,9.116550061506982772e+00,1.387806070368105793e+01,2.000000000000000000e+01
3.051938683802136065e+00,3.729859672037510787e+00,5.763622636743635397e+00,9.153234488493620091e+00,1.389869813473542237e+01,2.000000000000000000e+01
3.109061093679155618e+00,3.784697989607365365e+00,5.811608677391995492e+00,9.189798340694483869e+00,1.391926751509360294e+01,2.000000000000000000e+01
3.165996085942358373e+00,3.839356312347518507e+00,5.859436991563000241e+00,9.226241737206928306e+00,1.393976893207739387e+01,2.000000000000000000e+01
3.222743816208115675e+00,3.893834796175726254e+00,5.907107736078557103e+00,9.262564822663962971e+00,1.396020248557255705e+01,2.000000000000000000e+01
3.279304482299720380e+00,3.948133636966405735e+00,5.954621100966461356e+00,9.298767764803168134e+00,1.398056828681769836e+01,2.000000000000000000e+01
3.335678320288752996e+00,4.002253066796082948e+00,6.001977306318073246e+00,9.334850752257082718e+00,1.400086645730470991e+01,2.000000000000000000e+01
3.391865600887886689e+00,4.056193350523028762e+00,6.049176599428454537e+00,9.370813992544688276e+00,1.402109712778030293e+01,2.000000000000000000e+01
3.447866626164504567e+00,4.109954782671796814e+00,6.096219252193672666e+00,9.406657710245518444e+00,1.404126043733916340e+01,2.000000000000000000e+01
3.503681726547095199e+00,4.163537684595889132e+00,6.143105558742269601e+00,9.442382145339662358e+00,1.406135653260014529e+01,2.000000000000000000e+01
3.559311258098754038e+00,4.216942401894040238e+00,6.189835833279898836e+00,9.477987551698483060e+00,1.408138556695783095e+01,2.000000000000000000e+01
3.614755600034289085e+00,4.270169302057727378e+00,6.236410408128042704e+00,9.513474195712310788e+00,1.410134769990244230e+01,2.000000000000000000e+01
3.670015152459452423e+00,4.323218772329441073e+00,6.282829631939407911e+00,9.548842355042619801e+00,1.412124309640181963e+01,2.000000000000000000e+01
3.725090334312670226e+00,4.376091217753036666e+00,6.329093868074134654e+00,9.584092317487362678e+00,1.414107192633974286e+01,2.000000000000000000e+01
3.779981581491325127e+00,4.428787059399099668e+00,6.375203493122423737e+00,9.619224379949192993e+00,1.416083436400542261e+01,2.000000000000000000e+01
3.834689345146220507e+00,4.481306732749768429e+00,6.421158895560411750e+00,9.654238847497211395e+00,1.418053058762948382e+01,2.000000000000000000e+01
3.889214090129293311e+00,4.533650686228805959e+00,6.466960474527344793e+00,9.689136032513781416e+00,1.420016077896218221e+01,2.000000000000000000e+01
3.943556293580916527e+00,4.585819379863979250e+00,6.512608638713167863e+00,9.723916253918698516e+00,1.421972512289000257e+01,2.000000000000000000e+01
3.997716443644375506e+00,4.637813284069932429e+00,6.558103805346602755e+00,9.758579836463697532e+00,1.423922380708714464e+01,2.000000000000000000e+01
4.051695038296159623e+00,4.689632878540790806e+00,6.603446399274683465e+00,9.793127110090956933e+00,1.425865702169871874e+01,2.000000000000000000e+01
4.105492584281734025e+00,4.741278651242688547e+00,6.648636852125551222e+00,9.827558409349800073e+00,1.427802495905277880e+01,2.000000000000000000e+01
4.159109596147373189e+00,4.792751097497283119e+00,6.693675601547012022e+00,9.861874072866340768e+00,1.429732781339855308e+01,2.000000000000000000e+01
