4.744032872445479998e-01,7.783157957969109031e-01,1.690053321454000557e+00,3.210122008540707395e+00,5.339438751836273589e+00,8.079570095663695994e+00,1.143310617677838081e+01,1.540428172793895634e+01,2.000000000000000000e+01
1.454988515106206526e+00,1.744115298450901852e+00,2.611495648484991605e+00,4.057497283116237696e+00,6.082732595809353882e+00,8.688123854962649162e+00,1.187495704613590775e+01,1.564491087686429616e+01,2.000000000000000000e+01
2.564747036293180571e+00,2.836945203261186155e+00,3.653539704165204238e+00,5.014688040895360466e+00,6.920636491542660806e+00,9.371721641313412121e+00,1.236835362958609075e+01,1.591097743590128033e+01,2.000000000000000000e+01
3.669404809636777287e+00,3.924526740501744104e+00,4.689892533096644556e+00,5.965544459340924810e+00,7.751542373852567280e+00,1.004795424446975360e+01,1.285483719609667119e+01,1.617220798239534929e+01,2.000000000000000000e+01
4.724956082821984538e+00,4.963653176841271275e+00,5.679744458899130599e+00,6.873224909521952419e+00,8.544080947731629294e+00,1.069228085284551355e+01,1.331776020212497613e+01,1.642040064538844746e+01,2.000000000000000000e+01
5.719343848967987753e+00,5.942525461701416489e+00,6.612070299901708026e+00,7.727956928080656596e+00,9.290147048167728627e+00,1.129857695079593505e+01,1.375314573107969451e+01,1.665369812641342762e+01,2.000000000000000000e+01
6.651377093757489867e+00,6.860000778140221911e+00,7.485871831288422484e+00,8.528964276077850570e+00,9.989233330043283843e+00,1.186660767477268408e+01,1.416097918411122869e+01,1.687218785173281788e+01,2.000000000000000000e+01
7.523380036771149193e+00,7.718378079675439984e+00,8.303372208388312359e+00,9.278336094166389714e+00,1.064322479976727998e+01,1.239796766331947886e+01,1.454245896824602191e+01,1.707654419027633352e+01,2.000000000000000000e+01
8.338687278886869336e+00,8.520943757271766117e+00,9.067713192426454683e+00,9.978970279726533832e+00,1.125467197448195300e+01,1.289475088137784908e+01,1.489910662838772026e+01,1.726759312615164887e+01,2.000000000000000000e+01
9.100806707755463520e+00,9.271152216905058197e+00,9.782188744353835119e+00,1.063389240423036597e+01,1.182622261322387480e+01,1.335911592630495548e+01,1.523247800658538864e+01,1.744617175565936051e+01,2.000000000000000000e+01
9.813148325369123626e+00,9.972360621091949540e+00,1.044999750826044327e+01,1.124603658309117193e+01,1.236043979648707136e+01,1.379314769752519787e+01,1.554407193903041673e+01,1.761308419655550850e+01,2.000000000000000000e+01
1.047894333079567808e+01,1.062774982165794313e+01,1.107416929424473295e+01,1.181818078251976267e+01,1.285974868455060438e+01,1.419881738388819947e+01,1.583530424862710895e+01,1.776908927893983048e+01,2.000000000000000000e+01
1.110122650965428903e+01,1.124030722464925702e+01,1.165754936963416988e+01,1.235293333998903798e+01,1.332642584737830482e+01,1.457797489322762630e+01,1.610750322658621059e+01,1.791489866973169143e+01,2.000000000000000000e+01
1.168283924875298219e+01,1.181282982561788586e+01,1.220280155621259155e+01,1.285273611426914542e+01,1.376260238267973435e+01,1.493235175568823969e+01,1.636191202475119866e+01,1.805117833693424245e+01,2.000000000000000000e+01
1.222643888425718472e+01,1.234793343450515479e+01,1.271241708524906500e+01,1.331987270700469850e+01,1.417027121494773567e+01,1.526356717821133024e+01,1.659969310549817934e+01,1.817855099458789780e+01,2.000000000000000000e+01
