2.586370017281127698e-01,3.130772969754109236e-01,4.763981827173048855e-01,7.486079746284980407e-01,1.129720563731791527e+00,1.619757147512665973e+00,2.218748321980758220e+00,2.926737073992492277e+00,3.743783000243306791e+00,4.669968187968804862e+00,5.705405361597000180e+00,6.850249134365075321e+00,8.104711527451552655e+00,9.469083365494006088e+00,1.094376377386402943e+01,1.252930085545785310e+01,1.422644780408083243e+01,1.603624034397292419e+01,1.796010364566823014e+01,2.000000000000000000e+01
7.521187290528088543e-01,8.052808137620087736e-01,9.647670678896084206e-01,1.230597467772664544e+00,1.602804130952866890e+00,2.081433316086534369e+00,2.666546847193803416e+00,3.358223575712495634e+00,4.156560615342363540e+00,5.061673823553420881e+00,6.073696654279081564e+00,7.192775973059585937e+00,8.419062610071312847e+00,9.752693187969308397e+00,1.119375789542924871e+01,1.274224608376875700e+01,1.439795740474904129e+01,1.616036004349501098e+01,1.802836850146752212e+01,2.000000000000000000e+01
1.335271720948980834e+00,1.386948750779974482e+00,1.541979840272956981e+00,1.800373823473038648e+00,2.162143701450304434e+00,2.627305649878679983e+00,3.195876934467379638e+00,3.867872986889489884e+00,4.643303610110034008e+00,5.522168404628905236e+00,6.504451810580881954e+00,7.590118746748877321e+00,8.779112881529140822e+00,1.007136139020012600e+01,1.146679310666236518e+01,1.296538199895009669e+01,1.456723602215761026e+01,1.627276437928953712e+01,1.808297672884836516e+01,2.000000000000000000e+01
1.938256018871191255e+00,1.988282070370306132e+00,2.138360224867648096e+00,2.388487250187433464e+00,2.738658172735288776e+00,3.188866417055739699e+00,3.739104484507659087e+00,4.389365327777353443e+00,5.139644764795537668e+00,5.989945294218092187e+00,6.940281554994318647e+00,7.990687273451332118e+00,9.141222600210239690e+00,1.039197879747220910e+01,1.174307351340809014e+01,1.319462306721387002e+01,1.474666610972175995e+01,1.639899220630759658e+01,1.815079364157939068e+01,2.000000000000000000e+01
2.532258183631515447e+00,2.580634938971406722e+00,2.725765204991078772e+00,2.967651701993515800e+00,3.306299035212154624e+00,3.741714221267054885e+00,4.273907015394308395e+00,4.902889854626227617e+00,5.628676988606398091e+00,6.451282210771502434e+00,7.370714499972866207e+00,8.386970974969869985e+00,9.500027147813074890e+00,1.070982611306525811e+01,1.201627209928625817e+01,1.341924166743758917e+01,1.491864116398570950e+01,1.651456768793775609e+01,1.820768277850797290e+01,2.000000000000000000e+01
3.110587492764610662e+00,3.157375145558888985e+00,3.297738103941726173e+00,3.531676394246234807e+00,3.859189589766382156e+00,4.280276140383015182e+00,4.794932545146464165e+00,5.403152563696426824e+00,6.104926829093836993e+00,6.900243465459937831e+00,7.789090599079994348e+00,8.771461873558413558e+00,9.847365958445415401e+00,1.101683995171127606e+01,1.227996323347662688e+01,1.363686021930065984e+01,1.508766285712090216e+01,1.663236795618397679e+01,1.827045502842524627e+01,2.000000000000000000e+01
3.671282267806944333e+00,3.716512159953572425e+00,3.852201836393463807e+00,4.078350437894448177e+00,4.394956995870650474e+00,4.802020996034626954e+00,5.299543242522000597e+00,5.887526924649464810e+00,6.565978669618828256e+00,7.334909099745815730e+00,8.194332017697577797e+00,9.144260869346659604e+00,1.018470079940996698e+01,1.131563501875535493e+01,1.253700674068843313e+01,1.384870560180676158e+01,1.525058629476929895e+01,1.674258882795182046e+01,1.832511649522082209e+01,2.000000000000000000e+01
4.213601908836549725e+00,4.257331380730144055e+00,4.388519796410929708e+00,4.607168365427674495e+00,4.913278770940801010e+00,5.306852829161583962e+00,5.787891818443447356e+00,6.356395474728159023e+00,7.012360712352417202e+00,7.755780367527276731e+00,8.586642689937649564e+00,9.504932941291327708e+00,1.051063917331981123e+01,1.160376454569696847e+01,1.278434701233993742e+01,1.405248054678054359e+01,1.540831308380604447e+01,1.685195013631002325e+01,1.838309003886367421e+01,2.000000000000000000e+01
4.738169758751463512e+00,4.780446898666770750e+00,4.907278318412689799e+00,5.118663006555643769e+00,5.414599428744468312e+00,5.795085648206824480e+00,6.260119724563815602e+00,6.809700480144471157e+00,7.443828708018095597e+00,8.162508716662786767e+00,8.965749708705008203e+00,9.853565793251188865e+00,1.082597244812784787e+01,1.188297634212544907e+01,1.302455588397000064e+01,1.425063513836693829e+01,1.556107202368630560e+01,1.695573097998496337e+01,1.843482821059284760e+01,2.000000000000000000e+01
5.245307795370582227e+00,5.286178605964662047e+00,5.408791037746904173e+00,5.613145782168832199e+00,5.899243991365987760e+00,6.267087329369444682e+00,6.716677828589129540e+00,7.248017411893511230e+00,7.861106913560419684e+00,8.555944536851960436e+00,9.332524008572503860e+00,1.019083337159680624e+01,1.113085649211179629e+01,1.215258076316807134e+01,1.325601507229423781e+01,1.444121843983092113e+01,1.570832291990049256e+01,1.705748346794779025e+01,1.848855642584988246e+01,2.000000000000000000e+01
