Évolution temporelle de la concentration (Crank-Nicholson)
-3.506150992420858740e-26,1.354671581667547785e-26,1.593713930393276621e-25,2.076803020507697547e-24,2.899600598226779346e-23,4.198647361887140017e-22,6.218050237194934094e-21,9.350535913351422260e-20,1.421744588490814813e-18,2.179934275004809696e-17,3.364454747099366838e-16,5.220101193870737275e-15,8.134448753530339377e-14,1.272196932513641793e-12,1.995810902002199265e-11,3.139317660356032174e-10,4.949381883585079175e-09,7.818859112175447282e-08,1.237402094212613715e-06,1.961409965881389807e-05,3.113466970082981347e-04,4.948543737327931909e-03,7.874361824540411503e-02,1.254332678734670692e+00,2.000000000000000000e+01
-1.366357970231117054e-24,5.654812586534458482e-25,6.360998945307134003e-24,7.921680227151702547e-23,1.054712228410166294e-21,1.452960556811648702e-20,2.041796543369116059e-19,2.905007746293978478e-18,4.165579379403200421e-17,6.001432877294511647e-16,8.667380781731181188e-15,1.252454316182244272e-13,1.807817058071430284e-12,2.602344292784438706e-11,3.729536323360793130e-10,5.311139258594009614e-09,7.498039193879112907e-08,1.046222826985413820e-06,1.436880885884961652e-05,1.930693387901708620e-04,2.514035728796101127e-03,3.120568910306898910e-02,3.572878168200316895e-01,3.472842800860216350e+00,2.000000000000000000e+01
-2.644969726339365009e-23,1.174974068843574123e-23,1.263480545439239152e-22,1.503445887020352900e-21,1.908503150027853562e-20,2.500745651288303542e-19,3.333825179799294940e-18,4.486656745357817755e-17,6.065652027221588006e-16,8.208959054025896559e-15,1.109033814936011387e-13,1.492033360766081991e-12,1.994120629378671633e-11,2.641005845081170677e-10,3.456174322174038975e-09,4.453972514451478143e-08,5.627994101193024872e-07,6.933239955816117250e-06,8.261367496023400180e-05,9.411350422478614126e-04,1.006571209743233920e-02,9.800516394815553256e-02,8.195902866931360498e-01,5.193009266549153402e+00,2.000000000000000000e+01
-3.394052644262218786e-22,1.621846192494062121e-22,1.666954270276290437e-21,1.895105116800766683e-20,2.293458683428237152e-19,2.858182901955361354e-18,3.614481801620592023e-17,4.600903867440496588e-16,5.864110992729536402e-15,7.454709116959817319e-14,9.421315687917013757e-13,1.180118479147193222e-11,1.460594600204883681e-10,1.780131432223481850e-09,2.128050575204559206e-08,2.483312713148812216e-07,2.811526231733385759e-06,3.063320128358175805e-05,3.176322927945504702e-04,3.084187734048011564e-03,2.736884391506172465e-02,2.134995220529905813e-01,1.372350780838506923e+00,6.553134619494533020e+00,2.000000000000000000e+01
-3.250850613525317568e-21,1.674678349067062706e-21,1.645126523684420353e-20,1.786926400997058976e-19,2.061731187273375886e-18,2.443872539429215017e-17,2.931937464736241234e-16,3.530388912788108136e-15,4.242882772474067384e-14,5.067703591136726983e-13,5.993198586665963181e-12,6.992759088582203366e-11,8.019611258811559430e-10,9.002323464167648287e-09,9.842716928626536197e-08,1.041876230156748204e-06,1.059582823015606113e-05,1.024975824362395422e-04,9.303634688047502516e-04,7.775113793805711430e-03,5.821030788984571380e-02,3.750184698129716554e-01,1.960045297125792896e+00,7.648788636448255573e+00,2.000000000000000000e+01
-2.481258320049276242e-20,1.381163840428253829e-20,1.296843032186084374e-19,1.345998725407680975e-18,1.480827976228842863e-17,1.669872331693959410e-16,1.901019822051865777e-15,2.166011449071690972e-14,2.455561314383048129e-13,2.757035190075729540e-12,3.053084774295672190e-11,3.321016707293175626e-10,3.533109283521440745e-09,3.658270585417237556e-08,3.665458732677779466e-07,3.529109601124998567e-06,3.236338553865474786e-05,2.794806384921027500e-04,2.238881377214611400e-03,1.630400120180807919e-02,1.049807415013658540e-01,5.754110594836716608e-01,2.550307744921742170e+00,8.546906279227423298e+00,2.000000000000000000e+01
-1.573456829202434214e-19,9.486493435243825665e-20,8.514967861704832426e-19,8.446692207593154459e-18,8.863373877315931917e-17,9.511597032337853113e-16,1.027920159614765454e-14,1.108804348582117760e-13,1.186484900013253076e-12,1.253215067877258100e-11,1.300726155751399598e-10,1.320643425546118245e-09,1.305345578854173454e-08,1.249205883906793605e-07,1.150073921893794417e-06,1.010718253029010066e-05,8.397863690872193099e-05,6.517152375124467528e-04,4.650557422591400716e-03,2.990032654958677330e-02,1.686635497138382900e-01,8.063100187024857535e-01,3.124920804554708553e+00,9.295023740115560429e+00,2.000000000000000000e+01
-8.533987143565798967e-19,5.586921832287866051e-19,4.794964875984886207e-18,4.547526619089951178e-17,4.553101099775075806e-16,4.651976112610011999e-15,4.775142641634030744e-14,4.879706037628262623e-13,4.932546576912620969e-12,4.906126458565373119e-11,4.778553435833643690e-10,4.535535491640935467e-09,4.173101220070058113e-08,3.700161968711423031e-07,3.139923408375283025e-06,2.529117762469597683e-05,1.914234153917222401e-04,1.344543863956891615e-03,8.628119795188203545e-03,4.959700167280921279e-02,2.491096964197107577e-01,1.059701392824279331e+00,3.674258853100946354e+00,9.927383902106157620e+00,2.000000000000000000e+01
-4.044577731253083928e-18,2.882847172980677771e-18,2.366512188568196364e-17,2.146671755390801902e-16,2.051781998113236031e-15,1.997056098127553982e-14,1.948420505142468906e-13,1.887821028924886495e-12,1.804429991974621699e-11,1.692129710004652558e-10,1.548904855122175935e-09,1.376797664868529859e-08,1.181836390397702967e-07,9.735954328133574940e-07,7.641885106795510919e-06,5.666541605986176829e-05,3.928972479882535378e-04,2.515774756082290228e-03,1.465110785308887734e-02,7.616163679265715303e-02,3.453728044087556182e-01,1.328584122343642981e+00,4.193860082795094257e+00,1.046901086057347285e+01,2.000000000000000000e+01
-1.702898768351271854e-17,1.325273210872394244e-17,1.040978914854339254e-16,9.036187657910564077e-16,8.249760956810078419e-15,7.654744383787218868e-14,7.104303474477882746e-13,6.532662483685143966e-12,5.911128721810779448e-11,5.233442208327650693e-10,4.509525470759811013e-09,3.761491829553063902e-08,3.019708540595722219e-07,2.318170430539372565e-06,1.689240194603078065e-05,1.158386419862114224e-04,7.399331156747146173e-04,4.349169365826755125e-03,2.318085607947237281e-02,1.100801764260957855e-01,4.560104270315217811e-01,1.607159428225211073e+00,4.682314432663756243e+00,1.093845637619621236e+01,2.000000000000000000e+01
