Évolution temporelle de la concentration (Crank-Nicholson)
-1.132510861153473799e-11,9.631817546964341914e-13,3.782805285338995314e-11,1.604302134434733545e-09,7.289823795013718056e-08,3.435147467195326084e-06,1.655521657147292821e-04,8.101315962474099977e-03,4.008441278053233581e-01,2.000000000000000000e+01
-1.615044432831823849e-10,1.582588328997249040e-11,5.478168630094371809e-10,2.014328519071328168e-08,7.748930805676023645e-07,2.989890183986750800e-05,1.122089042127183411e-03,3.930679402865473737e-02,1.172849939286416898e+00,2.000000000000000000e+01
-1.149051631056239849e-09,1.299784398942883381e-10,3.967068652745872795e-09,1.265862543363248221e-07,4.129422951615730000e-06,1.308734152807911923e-04,3.850701400631528163e-03,9.827316106736071200e-02,1.888220448856681388e+00,2.000000000000000000e+01
-5.486567278999373973e-09,7.164357538102044695e-10,1.932544485223893938e-08,5.371897383984128098e-07,1.495236720556455818e-05,3.934821914122641970e-04,9.270214824766953229e-03,1.808008498933285080e-01,2.552134707393028279e+00,2.000000000000000000e+01
-1.994623237101442670e-08,3.001316641391435722e-09,7.184396367860902464e-08,1.750553772730461983e-06,4.197905666641682434e-05,9.319303094741263147e-04,1.807315832344845788e-02,2.832338354571871109e-01,3.169242259346586543e+00,2.000000000000000000e+01
-5.932165679068191284e-08,1.025343350438164860e-08,2.189787043895723197e-07,4.713682313894987690e-06,9.850726808921383027e-05,1.877019257620259497e-03,3.076439609975562331e-02,4.023911643272272132e-01,3.743721088362184091e+00,2.000000000000000000e+01
-1.512238966128113153e-07,2.990405959064215878e-08,5.732879282010026339e-07,1.099475716817844000e-05,2.026009560643467959e-04,3.367948094403161886e-03,4.769390123503899903e-02,5.355071061819021150e-01,4.279328923866594359e+00,2.000000000000000000e+01
-3.413416015818935249e-07,7.688252181488780584e-08,1.331554892005231851e-06,2.294566752645658009e-05,3.769760834636719043e-04,5.545990121851674358e-03,6.908451500835773029e-02,6.801788342395611586e-01,4.779448694897681982e+00,2.000000000000000000e+01
-6.984713722257842364e-07,1.783943572487260903e-07,2.808991545672256859e-06,4.384336502376573057e-05,6.486642936776474896e-04,8.549701467857221543e-03,9.505541708917766841e-02,8.343206813117093334e-01,5.247128821965187484e+00,2.000000000000000000e+01
-1.318625429654821251e-06,3.802893922550454758e-07,5.477033857984645869e-06,7.800364998994837164e-05,1.048529286972661430e-03,1.251137475653200937e-02,1.256419297809245605e-01,9.961241399035245525e-01,5.685118954076995301e+00,2.000000000000000000e+01
-2.327602765522153178e-06,7.550810333343641357e-07,1.000313242990391523e-05,1.308643492108360693e-04,1.610693808525387113e-03,1.755449896110999886e-02,1.608121915937326396e-01,1.164022880843040841e+00,6.095901684744754689e+00,2.000000000000000000e+01
-3.881532922904144794e-06,1.411594532460961502e-06,1.729097689855627954e-05,2.090372714656275356e-04,2.371921448374616007e-03,2.379202692223112564e-02,2.004811597360745823e-01,1.336662157334200351e+00,6.481720716501474300e+00,2.000000000000000000e+01
-6.165044171336787589e-06,2.506146844332056521e-06,2.851971989133858716e-05,3.203300284771309361e-04,3.370986426257118439e-03,3.132528601509962374e-02,2.445223359540925900e-01,1.512872041868455808e+00,6.844605887088519580e+00,2.000000000000000000e+01
-9.386853308114219321e-06,4.255097266465249960e-06,4.518094899020365780e-05,4.737399501785012406e-04,4.648055713318265461e-03,4.024339603338097232e-02,2.927775540625662254e-01,1.691644013633159860e+00,7.186395421011136264e+00,2.000000000000000000e+01
-1.377271155418165263e-05,6.948557881556984144e-06,6.911236618877289277e-05,6.794230363106451001e-04,6.244100833043856810e-03,5.062308235304276149e-02,3.450651192500790998e-01,1.872110475260133189e+00,7.508755726756869642e+00,2.000000000000000000e+01
-1.955576316799700684e-05,1.096501617678104936e-05,1.025273542111152213e-04,9.486412766602109756e-04,8.200351156673085784e-03,6.252879254982707247e-02,4.011865477226411181e-01,2.053526831127697072e+00,7.813199021865778526e+00,2.000000000000000000e+01
-2.696447673733201968e-05,1.678659851451567688e-05,1.480398242700587666e-04,1.293691823363403307e-03,1.055779619061335967e-02,7.601304146876990131e-02,4.609321195427867890e-01,2.235255805975729260e+00,8.101099034576339619e+00,2.000000000000000000e+01
-3.620839212402390779e-05,2.501469124637189763e-05,2.086839413575593207e-04,1.727821476611562110e-03,1.335674101836692614e-02,9.111692379258307106e-02,5.240854268211015965e-01,2.416753723195889325e+00,8.373705001370668199e+00,2.000000000000000000e+01
-4.746198878564531295e-05,3.638563475557330345e-05,2.879285053792291459e-04,2.265129801457946724e-03,1.663641651960226162e-02,1.078707448607025970e-01,5.904270730308727178e-01,2.597558497583707826e+00,8.632154153903993432e+00,2.000000000000000000e+01
-6.084702477985746896e-05,5.178621299286407728e-05,3.896859263110287160e-04,2.920463968330818186e-03,2.043464408931211160e-02,1.262947302200497501e-01,6.597376565461362530e-01,2.777279128251855855e+00,8.877482866086227276e+00,2.000000000000000000e+01
-7.641372192617643360e-05,7.226867552176103986e-05,5.183158678655734467e-04,3.709308134086851567e-03,2.478755319282192199e-02,1.463997824540848869e-01,7.318001520331298693e-01,2.955586504384461577e+00,9.110636612103279575e+00,2.000000000000000000e+01
-9.412118347776916719e-05,9.906504914838390431e-05,6.786237470268431052e-04,4.647669877316784430e-03,2.972934911283066708e-02,1.681882605031947975e-01,8.064017866104046250e-01,3.132205360065380084e+00,9.332478868585939225e+00,2.000000000000000000e+01
-1.138174285222329278e-04,1.336005204262383401e-04,8.758543672716521305e-04,5.751965888527050923e-03,3.529212758672004707e-02,1.916547621811026947e-01,8.833354933502085560e-01,3.306907234978290422e+00,9.543799078660212487e+00,2.000000000000000000e+01
-1.352194144735502151e-04,1.775056973854712320e-04,1.115681032962535573e-03,7.038908805447042366e-03,4.150573262586292750e-02,2.167868950987114629e-01,9.624010123927234650e-01,3.479504315735866271e+00,9.745319781987209495e+00,2.000000000000000000e+01
-1.578933976329094152e-04,2.326275875857701948e-04,1.404190543241808998e-03,8.525396785031096741e-03,4.839765359648982163e-02,2.435660248892285162e-01,1.043405699400393294e+00,3.649844048282230080e+00,9.937703002897491089e+00,2.000000000000000000e+01
