0.000000000000000000e+00,3.125000000000000000e-01,1.250000000000000000e+00,2.812500000000000000e+00,5.000000000000000000e+00,7.812500000000000000e+00,1.125000000000000000e+01,1.531250000000000000e+01,2.000000000000000000e+01
1.307176484804486449e+00,1.599251852229416349e+00,2.475477954504206046e+00,3.935854791628855764e+00,5.980382363603364837e+00,8.609060670427734152e+00,1.182188971210196371e+01,1.561886948862605173e+01,2.000000000000000000e+01
2.528917451487682211e+00,2.801903116308187336e+00,3.620860110769702267e+00,4.985788434872226560e+00,6.896688088615761103e+00,9.353559072000306784e+00,1.235640138502586183e+01,1.590521502769242623e+01,2.000000000000000000e+01
3.670806865062350433e+00,3.925950507795751054e+00,4.691381435995953808e+00,5.967099649662957361e+00,7.753105148796763046e+00,1.004939793339736909e+01,1.285597800346477904e+01,1.617284535899898756e+01,2.000000000000000000e+01
4.738063729153417114e+00,4.976531483385394417e+00,5.691934746081328100e+00,6.884273517241217277e+00,8.553547796865062836e+00,1.069975758495286300e+01,1.332290288150461954e+01,1.642298368652033247e+01,2.000000000000000000e+01
5.735565939445184114e+00,5.958447721641353390e+00,6.627093068229860329e+00,7.741501979210704931e+00,9.301674454583888974e+00,1.130761049434940801e+01,1.375931009850726738e+01,1.665677326705746353e+01,2.000000000000000000e+01
6.667872578095255243e+00,6.876187069062517310e+00,7.501130541964301734e+00,8.542702996800610293e+00,1.000090443357144210e+01,1.187573485227679626e+01,1.416719425291667456e+01,1.687528263549107521e+01,2.000000000000000000e+01
7.539244751011802137e+00,7.733944051777243089e+00,8.318041954073564170e+00,9.291538457900767156e+00,1.065443356325885205e+01,1.240672727014781707e+01,1.454841957856766399e+01,1.707951048851839104e+01,2.000000000000000000e+01
8.353665063230874210e+00,8.535639046617893300e+00,9.081560996778945238e+00,9.991430913714033579e+00,1.126524879742315655e+01,1.290301464790631414e+01,1.490472846516350813e+01,1.727039024919473675e+01,2.000000000000000000e+01
9.114855821405951630e+00,9.284936199196483386e+00,9.795177332568080431e+00,1.064557922152074099e+01,1.183614186605446328e+01,1.336686526616925264e+01,1.523774942186510373e+01,1.744879433314201833e+01,2.000000000000000000e+01
9.826296046604181100e+00,9.985260170875990937e+00,1.046215254369142045e+01,1.125697316505046786e+01,1.236972203495313494e+01,1.380039915339942347e+01,1.554900452038932812e+01,1.761553813592285422e+01,2.000000000000000000e+01
1.049123737516625354e+01,1.063981179117928022e+01,1.108553503921836203e+01,1.182840711928349897e+01,1.286842803137469105e+01,1.420559777549193470e+01,1.583991635163523526e+01,1.777138375980458918e+01,2.000000000000000000e+01
1.111271892030477915e+01,1.125158268717501642e+01,1.166817398778573001e+01,1.236249282213691814e+01,1.333453919022858436e+01,1.458431309206072513e+01,1.611181452763334221e+01,1.791704349694643383e+01,2.000000000000000000e+01
1.169358116236604772e+01,1.182336895670407806e+01,1.221273233971816907e+01,1.286167131140832076e+01,1.377018587177453490e+01,1.493827602081680972e+01,1.636594175853514344e+01,1.805318308492954316e+01,2.000000000000000000e+01
1.223647893124065433e+01,1.235778394794001933e+01,1.272169899803811433e+01,1.332822408153493754e+01,1.417735919843049075e+01,1.526910434872477396e+01,1.660345953241778716e+01,1.818042474950952681e+01,2.000000000000000000e+01
