6.207342950219504191e-02,9.668526856647557954e-02,2.005207857593171994e-01,3.735799830669085386e-01,6.158628641085729383e-01,9.273694351174056605e-01,1.308099706494977532e+00,1.758053695418476670e+00,2.277231430183568328e+00,2.865632957420088278e+00,3.523258354078844246e+00,4.250107747358446098e+00,5.046181347864631128e+00,5.911479504846828270e+00,6.846002798303987724e+00,7.849752192715663490e+00,8.922729293858260746e+00,1.006493677818610344e+01,1.127637911128375592e+01,1.255706375086419335e+01,1.390700316245627732e+01,1.532621819891524240e+01,1.681474376985532260e+01,1.837263835787929622e+01,2.000000000000000000e+01
1.243452896681437186e-01,1.588467295128682399e-01,2.623510490470418177e-01,4.348582593804136698e-01,6.763683802890608776e-01,9.868814447452085581e-01,1.366397505669474155e+00,1.814916646699807012e+00,2.332438999161686510e+00,2.918964768601098658e+00,3.574494276048043595e+00,4.299028021889236939e+00,5.092566784248964140e+00,5.955111769649398035e+00,6.886664842124593733e+00,7.887228868644506896e+00,8.956808234268166302e+00,1.009540959979636199e+01,1.130304299582270566e+01,1.257972336348206177e+01,1.392547264766170301e+01,1.534032248683985067e+01,1.682431734928475109e+01,1.837751748532430085e+01,2.000000000000000000e+01
1.867859620771706586e-01,2.211770290713047649e-01,3.243502300537071670e-01,4.963055988003851615e-01,7.370431942383259827e-01,1.046563111892422793e+00,1.424865499941236680e+00,1.871950583692254089e+00,2.387818702269918436e+00,2.972470362905860863e+00,3.625906320465740684e+00,4.348127692833495317e+00,5.139136126608033983e+00,5.998934032254832793e+00,6.927524913156677400e+00,7.924913818198866089e+00,8.991107951000250509e+00,1.012611746758263465e+01,1.132995648278133949e+01,1.260264427541842025e+01,1.394420662066141325e+01,1.535467706946838717e+01,1.683409782613526673e+01,1.838251965080730344e+01,2.000000000000000000e+01
2.493682688780424483e-01,2.836490353360049954e-01,3.864913347098925533e-01,5.578952412736473132e-01,7.978608824036501623e-01,1.106388459644603639e+00,1.483478276507675497e+00,1.929130779161109643e+00,2.443346614753874935e+00,3.026126713550555181e+00,3.677472402914919059e+00,4.397385563275793885e+00,5.185868838331295194e+00,6.042925913486968170e+00,6.968561877150427186e+00,7.962783677830632456e+00,9.025600684229043935e+00,1.015702534321102135e+01,1.135707390872288336e+01,1.262576718043914958e+01,1.396313114275670486e+01,1.536919733566711699e+01,1.684400273131580050e+01,1.838758886218915478e+01,2.000000000000000000e+01
3.120672961981496574e-01,3.462378776258591140e-01,4.487496219089875393e-01,6.196026616838267165e-01,8.587972211223662278e-01,1.166333647641870197e+00,1.542212451221282699e+00,1.986434359896791069e+00,2.499000396197034846e+00,3.079911980113531733e+00,3.729171065212359526e+00,4.446780315274698303e+00,5.232743329058174631e+00,6.087064919908542038e+00,7.009751454346491606e+00,8.000811248547163856e+00,9.060255012848365652e+00,1.018809632118150077e+01,1.138435206421135426e+01,1.264904282273804093e+01,1.398219307440958126e+01,1.538383112813069964e+01,1.685398867699285930e+01,1.839269988606765693e+01,2.000000000000000000e+01
3.748601491417336007e-01,4.089206957214811533e-01,5.111023354607238112e-01,6.814052730943310765e-01,9.198298504058226577e-01,1.226376587799018258e+00,1.601046232613061449e+00,2.043839825127242715e+00,2.554758786312713692e+00,3.133805031462364887e+00,3.780981113969859031e+00,4.496290403199513008e+00,5.279737299263969952e+00,6.131327485245891218e+00,7.051068213569922527e+00,8.038968617488318813e+00,9.095040030775875195e+00,1.021929628887017216e+01,1.141175397358393795e+01,1.267243255281599446e+01,1.400135435922646820e+01,1.539854435164919977e+01,1.686402961481448060e+01,1.839783858077198175e+01,2.000000000000000000e+01
4.377256767596763853e-01,4.716763617452676138e-01,5.735284167020414658e-01,7.432821255466340871e-01,9.809379573405353492e-01,1.286496615644985075e+00,1.659959092093877153e+00,2.101326737449057180e+00,2.610601353154188953e+00,3.187785305783088496e+00,3.832881666276389154e+00,4.545894374866472631e+00,5.326828430865945485e+00,6.175690103852526036e+00,7.092487159092364379e+00,8.077229085289202359e+00,9.129927307116261659e+00,1.025059535897746343e+01,1.143924899095802239e+01,1.269590617432550239e+01,1.402058697399406384e+01,1.541331326097322041e+01,1.687410825050741181e+01,1.840299587169312545e+01,2.000000000000000000e+01
5.006442095018509564e-01,5.344852175404041228e-01,6.360082416560634000e-01,8.052136448421627346e-01,1.042102021575520787e+00,1.346674252288581730e+00,1.718931558323357534e+00,2.158875572867988701e+00,2.666508429850350304e+00,3.241832871618369971e+00,3.884852375375432931e+00,4.595571297092517327e+00,5.373995029831870163e+00,6.220130171034762512e+00,7.133984690377296545e+00,8.115568086429776784e+00,9.164891516872122779e+00,1.028196788391801597e+01,1.146681185458063013e+01,1.271943979532384539e+01,1.403986960336772860e+01,1.542812042315460097e+01,1.688421224644376295e+01,1.840816540757969477e+01,2.000000000000000000e+01
5.635973387761117337e-01,5.973288563292082909e-01,6.985234089884978514e-01,8.671814325182662930e-01,1.103303635344834221e+00,1.406891055492051290e+00,1.777945113636076879e+00,2.216467679871630736e+00,2.722461155319893855e+00,3.295928568220832577e+00,3.936873683160488024e+00,4.645301120857869392e+00,5.421216484375922740e+00,6.264626485744015483e+00,7.175539064882196172e+00,8.153963490584443363e+00,9.199910431431334246e+00,1.031339198323887629e+01,1.149442163945488282e+01,1.274301419224209120e+01,1.405918555520618085e+01,1.544295250399126829e+01,1.689433233807834611e+01,1.841334247542974367e+01,2.000000000000000000e+01
6.265677507790553546e-01,6.601899596392911684e-01,7.610565862199987208e-01,9.291681283245605272e-01,1.164525390260476856e+00,1.467129539966655072e+00,1.836982157812069083e+00,2.274085296516803023e+00,2.778441552747810572e+00,3.350054149261477932e+00,3.988927025487275291e+00,4.695064933380393768e+00,5.468473534139673298e+00,6.309159490035188611e+00,7.217130544225365263e+00,8.192395580229973717e+00,9.234964651876431674e+00,1.034484897430113826e+01,1.152206086721843725e+01,1.276661364338015225e+01,1.407852143805125067e+01,1.545779897937189951e+01,1.690446130439691430e+01,1.841852343089981048e+01,2.000000000000000000e+01
