3.525815950218539330e-01,4.068754095502259971e-01,5.697568531353380816e-01,8.412328596151790183e-01,1.221314750680532413e+00,1.710019239528334234e+00,2.307369462857711717e+00,3.013396380303869915e+00,3.828140647607168212e+00,4.751655084957925546e+00,5.784007897588693048e+00,6.925286853300892886e+00,8.175604682920807775e+00,9.535106048419486058e+00,1.100397652470090115e+01,1.258245417150339662e+01,1.427084444006054298e+01,1.606953937623103812e+01,1.797904236208613682e+01,2.000000000000000000e+01
8.401112518061429890e-01,8.930661092255957056e-01,1.051930681483951302e+00,1.316714365828180133e+00,1.687432245220329419e+00,2.164106018955097799e+00,2.746764726783394561e+00,3.435445645548851790e+00,4.230195385304149625e+00,5.131071185474848306e+00,6.138142397652058158e+00,7.251492122904996229e+00,8.471218943043504979e+00,9.797438642296743438e+00,1.123028575228946835e+01,1.276991466065494585e+01,1.441649989069188997e+01,1.617023497049519420e+01,1.803132904357714494e+01,2.000000000000000000e+01
1.390857646851273000e+00,1.442329231624368324e+00,1.596743985943653410e+00,1.854109475178524979e+00,2.214437698434113866e+00,2.677745611572005302e+00,3.244055376552120507e+00,3.913394626402800114e+00,4.685796747923244077e+00,5.561301161037467189e+00,6.539953563084479171e+00,7.621806096178148415e+00,8.806917384643675462e+00,1.009535237755634896e+01,1.148718191946023204e+01,1.298248196222042239e+01,1.458133232577974248e+01,1.628381492046213452e+01,1.809001136648387842e+01,2.000000000000000000e+01
1.965202287535566361e+00,2.015118012610160214e+00,2.164865187833934002e+00,2.414448559983269238e+00,2.763875594877156949e+00,3.213156709534531696e+00,3.762305293130494999e+00,4.411337698112324901e+00,5.160273203370652872e+00,6.009133938519893192e+00,6.957944754400333665e+00,8.006733022527996013e+00,9.155528344660526230e+00,1.040436215306839607e+01,1.175326718289488248e+01,1.320227680067224085e+01,1.475142417820977947e+01,1.640074130921660611e+01,1.815025787748300701e+01,2.000000000000000000e+01
2.542142427806070248e+00,2.590482204727656335e+00,2.735501535492414593e+00,2.977202948500126123e+00,3.315590393472489517e+00,3.750669324449118935e+00,4.282446654708365052e+00,4.910930681179229040e+00,5.636130980713429217e+00,6.458058274348001504e+00,7.376724254315998763e+00,8.392141368111424526e+00,9.504322553926520811e+00,1.071328092221218142e+01,1.201902937898855761e+01,1.342158018786727780e+01,1.492094446951192488e+01,1.651713163936159745e+01,1.821014878667544323e+01,2.000000000000000000e+01
3.110986756304758405e+00,3.157763301963576463e+00,3.298092938940025309e+00,3.531976802207180466e+00,3.859416649786667097e+00,4.280414877354101755e+00,4.794974466432899263e+00,5.403098910189939375e+00,6.104792118136296963e+00,6.900058298296185555e+00,7.788901814835562654e+00,8.771327018949383714e+00,9.847338050762415307e+00,1.101693861005151476e+01,1.228013169372070656e+01,1.363691929812233283e+01,1.508730208447300569e+01,1.663127900569948991e+01,1.826884689298740838e+01,2.000000000000000000e+01
3.666541820759646964e+00,3.711786045649252408e+00,3.847518720318046981e+00,4.073740196229091559e+00,4.390451004531085388e+00,4.797651840326760286e+00,5.295343517970794167e+00,5.883526910774241614e+00,6.562202875142038927e+00,7.331372158223133262e+00,8.191035287861739178e+00,9.141192443442815119e+00,1.018184330604593413e+01,1.131298688613435210e+01,1.253462132679182517e+01,1.384674368025839186e+01,1.524934965518348307e+01,1.674243333158236524e+01,1.832598683991793465e+01,2.000000000000000000e+01
4.206467206585259966e+00,4.250219135930199066e+00,4.381474923965003043e+00,4.600234509303769315e+00,4.906497778483635663e+00,5.300264536971386775e+00,5.781534471827506572e+00,6.350307103067038383e+00,7.006581722834928527e+00,7.750357321472527872e+00,8.581632499381836254e+00,9.500405363386448698e+00,1.050667340604903899e+01,1.160043336612814002e+01,1.278168106803203052e+01,1.405041123774230094e+01,1.540661729221922727e+01,1.685029109874891873e+01,1.838142270002955669e+01,2.000000000000000000e+01
4.729874939651026899e+00,4.772178599930851028e+00,4.899089580770315422e+00,5.110607613650812731e+00,5.406732262441388492e+00,5.787462888851317544e+00,6.252798620271041941e+00,6.802738308785813537e+00,7.437280479956814183e+00,8.156423270371565337e+00,8.960164352854709691e+00,9.848500848021593868e+00,1.082142922059969514e+01,1.187894515864050149e+01,1.302104343339099657e+01,1.424771773718048351e+01,1.555896049619350663e+01,1.695476265443020480e+01,1.843511342448640278e+01,2.000000000000000000e+01
5.236604756864832844e+00,5.277505457109826992e+00,5.400207557844790784e+00,5.604710692279272877e+00,5.891014271619895659e+00,6.259117448525162608e+00,6.709019088282746068e+00,7.240717732564815101e+00,7.854211554095984482e+00,8.549498301188691585e+00,9.326575231020935774e+00,1.018543903032695397e+01,1.112608572191262546e+01,1.214851055510246880e+01,1.325270787787019167e+01,1.443867098799199589e+01,1.570639196008122873e+01,1.705586144480279032e+01,1.848706843591202897e+01,2.000000000000000000e+01
