1.134921079896393792e-01,5.192163330057275594e-01,1.736389008053992100e+00,3.765016065303792736e+00,6.605124317015009794e+00,1.025684177522056295e+01,1.472078848708349241e+01,2.000000000000000000e+01
2.294197427020585600e-01,6.326886630923818089e-01,1.842495424263351556e+00,3.858874275757621763e+00,6.681947113729295396e+00,1.031213602155366260e+01,1.475070468247853483e+01,2.000000000000000000e+01
3.473162478636039885e-01,7.481237143841529269e-01,1.950546113945799798e+00,3.954673970156877605e+00,6.760759358539505826e+00,1.036943179974745988e+01,1.478191062106631826e+01,2.000000000000000000e+01
4.667930868726106186e-01,8.651397220065724092e-01,2.060179627408457836e+00,4.052064409680021129e+00,6.841134249469101647e+00,1.042805085294615708e+01,1.481387722907756377e+01,2.000000000000000000e+01
5.875226258411783142e-01,9.834090314405581346e-01,2.171068248238697596e+00,4.150691597304198233e+00,6.922647917811431739e+00,1.048755908894899136e+01,1.484631702539343934e+01,2.000000000000000000e+01
7.092164001508488580e-01,1.102639379596187963e+00,2.282908317932205389e+00,4.250227966119005885e+00,7.004958414769895114e+00,1.054765366584876141e+01,1.487905160495679269e+01,2.000000000000000000e+01
8.316128610801097887e-01,1.222566177914783170e+00,2.395426128418803202e+00,4.350392180582280055e+00,7.087795501794216690e+00,1.060811561725430074e+01,1.491195949740957083e+01,2.000000000000000000e+01
9.544760917611258000e-01,1.342952713030572731e+00,2.508382576838913636e+00,4.450949238602830427e+00,7.170946293291538431e+00,1.066878168613594902e+01,1.494495354935335918e+01,2.000000000000000000e+01
1.077597634069709764e+00,1.463591503839301700e+00,2.621573113148077727e+00,4.551705365154320226e+00,7.254242426760156626e+00,1.072952751161244223e+01,1.497796905552451641e+01,2.000000000000000000e+01
1.200797016683146090e+00,1.584304082417219428e+00,2.734825279619439442e+00,4.652501771356265969e+00,7.337550103422189274e+00,1.079025687549694545e+01,1.501095686266517149e+01,2.000000000000000000e+01
1.323920597157808077e+00,1.704939246310875678e+00,2.847995193770078703e+00,4.753208800307441528e+00,7.420762539622272946e+00,1.085089449538905271e+01,1.504387903520414937e+01,2.000000000000000000e+01
1.446839274764661454e+00,1.825370396620123348e+00,2.960963762186508585e+00,4.853720852771734151e+00,7.503794248581738380e+00,1.091138100363774655e+01,1.507670597274575286e+01,2.000000000000000000e+01
1.569445674801201340e+00,1.945492514235925174e+00,3.073633032540096899e+00,4.953952122107120104e+00,7.586576668959161829e+00,1.097166933834438218e+01,1.510941440917336820e+01,2.000000000000000000e+01
1.691651225601696895e+00,2.065219137960917273e+00,3.185922875038578184e+00,5.053833055529550755e+00,7.669054783678545206e+00,1.103172208127842246e+01,1.514198597645603961e+01,2.000000000000000000e+01
1.813383374799726111e+00,2.184479547127216037e+00,3.297768064109685593e+00,5.153307435072708387e+00,7.751184474479449804e+00,1.109150945138183531e+01,1.517440614558706535e+01,2.000000000000000000e+01
1.934583067581242544e+00,2.303216242356930454e+00,3.409115766683994408e+00,5.252329976407889234e+00,7.832930431086724710e+00,1.115100776505433799e+01,1.520666342817527017e+01,2.000000000000000000e+01
2.055202532711658758e+00,2.421382752326331378e+00,3.519923411170348793e+00,5.350864356460284910e+00,7.914264484831827318e+00,1.121019823716480701e+01,1.523874876354150487e+01,2.000000000000000000e+01
2.175203378339701121e+00,2.538941758032713825e+00,3.630156897111751491e+00,5.448881594524253913e+00,7.995164271645616161e+00,1.126906603629639747e+01,1.527065504125251394e+01,2.000000000000000000e+01
2.294554976915652134e+00,2.655863508033497578e+00,3.739789101387033909e+00,5.546358724149293984e+00,8.075612153707458774e+00,1.132759953332528191e+01,1.530237672475977817e+01,2.000000000000000000e+01
2.413233108516313674e+00,2.772124490870537805e+00,3.848798637933211086e+00,5.643277703901847353e+00,8.155594346221290536e+00,1.138578969939630881e+01,1.533390955196622585e+01,2.000000000000000000e+01
2.531218828981402602e+00,2.887706329631939628e+00,3.957168831583550705e+00,5.739624524223486013e+00,8.235100208147754230e+00,1.144362962087743441e+01,1.536525029526909947e+01,2.000000000000000000e+01
2.648497530196519012e+00,3.002594865452750117e+00,4.064886871221442988e+00,5.835388475190255164e+00,8.314121664790587118e+00,1.150111410688773717e+01,1.539639656819401026e+01,2.000000000000000000e+01
2.765058162636627959e+00,3.116779400031096880e+00,4.171943112214503202e+00,5.930561546252245186e+00,8.392652736922400436e+00,1.155823937070293006e+01,1.542734666891354678e+01,2.000000000000000000e+01
2.880892593788453748e+00,3.230252070990516700e+00,4.278330502596705998e+00,6.025137934206421519e+00,8.470689156305006406e+00,1.161500277050419783e+01,1.545809945320996981e+01,2.000000000000000000e+01
