1.146683911824801783e-01,5.203855182046693839e-01,1.737536899271237001e+00,3.766138754440456982e+00,6.606241902473304783e+00,1.025801201932345208e+01,1.472199450896315298e+01,2.000000000000000000e+01
2.314119645133862202e-01,6.346729379510529512e-01,1.844455858264053116e+00,3.860809613151134467e+00,6.683864878976177870e+00,1.031396901265319954e+01,1.475200163079867366e+01,2.000000000000000000e+01
3.498478748549621042e-01,7.506471875895105450e-01,1.953045125793155812e+00,3.957129465858443940e+00,6.763107424534642753e+00,1.037144980269117944e+01,1.478314279042258228e+01,2.000000000000000000e+01
4.696430269649141676e-01,8.679768061792952905e-01,2.062978143822438604e+00,4.054769625554163426e+00,6.843613600440350275e+00,1.043003714898362411e+01,1.481499805476998866e+01,2.000000000000000000e+01
5.905040929741556255e-01,9.863685511928917959e-01,2.173961925849100307e+00,4.153431617342752347e+00,6.925069450435677787e+00,1.048940733223468769e+01,1.484731223249036702e+01,2.000000000000000000e+01
7.121712244480405962e-01,1.105562281531802915e+00,2.285735452783089983e+00,4.252851404801206492e+00,7.007209115193452575e+00,1.054931287923588101e+01,1.487991815419683661e+01,2.000000000000000000e+01
8.344143148282024969e-01,1.225327894352957525e+00,2.398068632927222499e+00,4.352800124097778500e+00,7.089812119258084522e+00,1.060956398169441783e+01,1.491269973993354725e+01,2.000000000000000000e+01
9.570305687035095543e-01,1.345463136322930797e+00,2.510760839181194637e+00,4.453082270695842837e+00,7.172697457576022728e+00,1.067001371848500568e+01,1.494557282105420803e+01,2.000000000000000000e+01
1.079842534290752942e+00,1.465791616036061784e+00,2.623638861271988532e+00,4.553532523967576573e+00,7.255717170306621000e+00,1.073054720132124729e+01,1.497847441866463392e+01,2.000000000000000000e+01
1.202696175545860724e+00,1.586160739791521612e+00,2.736554432528504499e+00,4.654012074061570026e+00,7.338750479790287606e+00,1.079107375325971674e+01,1.501135632918946428e+01,2.000000000000000000e+01
1.325458845892594217e+00,1.706439523620506771e+00,2.849381556804244209e+00,4.754404962622598596e+00,7.421698805884379802e+00,1.085152125205195262e+01,1.504418105239775016e+01,2.000000000000000000e+01
1.448017175359985309e+00,1.826516338209929424e+00,2.962013826759761770e+00,4.854614696019848630e+00,7.504481660982857072e+00,1.091183198690042744e+01,1.507691907398716857e+01,2.000000000000000000e+01
