0.000000000000000000e+00,8.329862557267803461e-03,3.331945022907121384e-02,7.496876301541025023e-02,1.332778009162848554e-01,2.082465639316950778e-01,2.998750520616410009e-01,4.081632653061224025e-01,5.331112036651394215e-01,6.747188671386921133e-01,8.329862557267803114e-01,1.007913369429404238e+00,1.199500208246564004e+00,1.407746772178258610e+00,1.632653061224489610e+00,1.874219075385255451e+00,2.132444814660557686e+00,2.407330279050395649e+00,2.698875468554768453e+00,3.007080383173677429e+00,3.331945022907121245e+00,3.673469387755101678e+00,4.031653477717616951e+00,4.406497292794668397e+00,4.798000832986256015e+00,5.206164098292378029e+00,5.630987088713034439e+00,6.072469804248228797e+00,6.530612244897958441e+00,7.005414410662224256e+00,7.496876301541021803e+00,8.004997917534359075e+00,8.529779258642230744e+00,9.071220324864640361e+00,9.629321116201582598e+00,1.020408163265305923e+01,1.079550187421907381e+01,1.140358184089962279e+01,1.202832153269470972e+01,1.266972094960432926e+01,1.332778009162848498e+01,1.400249895876717687e+01,1.469387755102040671e+01,1.540191586838816917e+01,1.612661391087046781e+01,1.686797167846730261e+01,1.762598917117867359e+01,1.840066638900458074e+01,1.919200333194502406e+01,2.000000000000000000e+01
6.646316222340797886e-01,6.726846702881263962e-01,6.968438144502663301e-01,7.371090547204993682e-01,7.934803910988255105e-01,8.659578235852450900e-01,9.545413521797578849e-01,1.059230976882363784e+00,1.180026697693063120e+00,1.316928514611855228e+00,1.469936427638740994e+00,1.639050436773719976e+00,1.824270542016792174e+00,2.025596743367957142e+00,2.243029040827216214e+00,2.476567434394567169e+00,2.726211924070012671e+00,2.991962509853551389e+00,3.273819191745182433e+00,3.571781969744907137e+00,3.885850843852724612e+00,4.216025814068636635e+00,4.562306880392640096e+00,4.924694042824738105e+00,5.303187301364929773e+00,5.697786656013213324e+00,6.108492106769588759e+00,6.535303653634060517e+00,6.978221296606624158e+00,7.437245035687282346e+00,7.912374870876029753e+00,8.403610802172874372e+00,8.910952829577810874e+00,9.434400953090843700e+00,9.973955172711965744e+00,1.052961548844118056e+01,1.110138190027848992e+01,1.168925440822389206e+01,1.229323301227739051e+01,1.291331771243897819e+01,1.354950850870865864e+01,1.420180540108643541e+01,1.487020838957230495e+01,1.555471747416626727e+01,1.625533265486832235e+01,1.697205393167847021e+01,1.770488130459671439e+01,1.845381477362304778e+01,1.921885433875748106e+01,2.000000000000000000e+01
1.307176484804486449e+00,1.314961917338928643e+00,1.338318214942255002e+00,1.377245377614465527e+00,1.431743405355560217e+00,1.501812298165539294e+00,1.587452056044402759e+00,1.688662678992149946e+00,1.805444167008781520e+00,1.937796520094297481e+00,2.085719738248697386e+00,2.249213821471982122e+00,2.428278769764150802e+00,2.622914583125202981e+00,2.833121261555140435e+00,3.058898805053961389e+00,3.300247213621667175e+00,3.557166487258257348e+00,3.829656625963730576e+00,4.117717629738089080e+00,4.421349498581331083e+00,4.740552232493458362e+00,5.075325831474469140e+00,5.425670295524364306e+00,5.791585624643143859e+00,6.173071818830806912e+00,6.570128878087353463e+00,6.982756802412786179e+00,7.410955591807102394e+00,7.854725246270303884e+00,8.314065765802386210e+00,8.788977150403354699e+00,9.279459400073209352e+00,9.785512514811948392e+00,1.030713649461956827e+01,1.084433133949607253e+01,1.139709704944146296e+01,1.196543362445573777e+01,1.254934106453889697e+01,1.314881936969093879e+01,1.376386853991186499e+01,1.439448857520167557e+01,1.504067947556037232e+01,1.570244124098795169e+01,1.637977387148441366e+01,1.707267736704976357e+01,1.778115172768399432e+01,1.850519695338711301e+01,1.924481304415911609e+01,2.000000000000000000e+01
1.928368565656475297e+00,1.935895275958159356e+00,1.958475406863211976e+00,1.996108958371632491e+00,2.048795930483420680e+00,2.116536323198577652e+00,2.199330136517103185e+00,2.297177370438995947e+00,2.410078024964257715e+00,2.538032100092887156e+00,2.681039595824885158e+00,2.839100512160251277e+00,3.012214849098985958e+00,3.200382606641087868e+00,3.403603784786558784e+00,3.621878383535396928e+00,3.855206402887604966e+00,4.103587842843180233e+00,4.367022703402123618e+00,4.645510984564435120e+00,4.939052686330114739e+00,5.247647808699163363e+00,5.571296351671579217e+00,5.909998315247364076e+00,6.263753699426517052e+00,6.632562504209038146e+00,7.016424729594925580e+00,7.415340375584182908e+00,7.829309442176809242e+00,8.258331929372804581e+00,8.702407837172163596e+00,9.161537165574893393e+00,9.635719914580992196e+00,1.012495608419046178e+01,1.062924567440329504e+01,1.114858868521949553e+01,1.168298511663906858e+01,1.223243496866200708e+01,1.279693824128831459e+01,1.337649493451798932e+01,1.397110504835103306e+01,1.458076858278744403e+01,1.520548553782722756e+01,1.584525591347037476e+01,1.650007970971689275e+01,1.716995692656677619e+01,1.785488756402002863e+01,1.855487162207665364e+01,1.926990910073664409e+01,2.000000000000000000e+01
2.528917451487682211e+00,2.536194037305471216e+00,2.558023794758840008e+00,2.594406723847786811e+00,2.645342824572312512e+00,2.710832096932416668e+00,2.790874540928100167e+00,2.885470156559362120e+00,2.994618943826202528e+00,3.118320902728622279e+00,3.256576033266620485e+00,3.409384335440197589e+00,3.576745809249353591e+00,3.758660454694088493e+00,3.955128271774402293e+00,4.166149260490293216e+00,4.391723420841765702e+00,4.631850752828814421e+00,4.886531256451442928e+00,5.155764931709651222e+00,5.439551778603435750e+00,5.737891797132801841e+00,6.050784987297745054e+00,6.378231349098267167e+00,6.720230882534369066e+00,7.076783587606048975e+00,7.447889464313306007e+00,7.833548512656143714e+00,8.233760732634561208e+00,8.648526124248556712e+00,9.077844687498128451e+00,9.521716422383281753e+00,9.980141328904013065e+00,1.045311940706032416e+01,1.094065065685221327e+01,1.144273507827967862e+01,1.195937267134272552e+01,1.249056343604135044e+01,1.303630737237555692e+01,1.359660448034533786e+01,1.417145475995069859e+01,1.476085821119163910e+01,1.536481483406815940e+01,1.598332462858025593e+01,1.661638759472793225e+01,1.726400373251118836e+01,1.792617304193002425e+01,1.860289552298443638e+01,1.929417117567443185e+01,2.000000000000000000e+01
3.109509148307847415e+00,3.116543921673816442e+00,3.137648241771724411e+00,3.172822108601570434e+00,3.222065522163355400e+00,3.285378482457078420e+00,3.362760989482739937e+00,3.454213043240340397e+00,3.559734643729878911e+00,3.679325790951355479e+00,3.812986484904771434e+00,3.960716725590125442e+00,4.122516513007418837e+00,4.298385847156649398e+00,4.488324728037818900e+00,4.692333155650926457e+00,4.910411129995973845e+00,5.142558651072958398e+00,5.388775718881881893e+00,5.649062333422744331e+00,5.923418494695543934e+00,6.211844202700283368e+00,6.514339457436960856e+00,6.830904258905576398e+00,7.161538607106131771e+00,7.506242502038624309e+00,7.865015943703054013e+00,8.237858932099424436e+00,8.624771467227732913e+00,9.025753549087980332e+00,9.440805177680163141e+00,9.869926353004288444e+00,1.031311707506035091e+01,1.077037734384835410e+01,1.124170715936829268e+01,1.172710652162016842e+01,1.222657543060398488e+01,1.274011388631973851e+01,1.326772188876743286e+01,1.380939943794706437e+01,1.436514653385863305e+01,1.493496317650214245e+01,1.551884936587759078e+01,1.611680510198497629e+01,1.672883038482429896e+01,1.735492521439556413e+01,1.799508959069876468e+01,1.864932351373390418e+01,1.931762698350098617e+01,2.000000000000000000e+01
3.670806865062350433e+00,3.677607861786605703e+00,3.698010851959372847e+00,3.732015835580650531e+00,3.779622812650439645e+00,3.840831783168739744e+00,3.915642747135551271e+00,4.004055704550873784e+00,4.106070655414707282e+00,4.221687599727052209e+00,4.350906537487908565e+00,4.493727468697274574e+00,4.650150393355153788e+00,4.820175311461543544e+00,5.003802223016444728e+00,5.201031128019855565e+00,5.411862026471778719e+00,5.636294918372213303e+00,5.874329803721158427e+00,6.125966682518614981e+00,6.391205554764582075e+00,6.670046420459061487e+00,6.962489279602051440e+00,7.268534132193552821e+00,7.588180978233564744e+00,7.921429817722088984e+00,8.268280650659121989e+00,8.628733477044667310e+00,9.002788296878724950e+00,9.390445110161293130e+00,9.791703916892370074e+00,1.020656471707196289e+01,1.063502751070006269e+01,1.107709229777667836e+01,1.153275907830180103e+01,1.200202785227543600e+01,1.248489861969758152e+01,1.298137138056823936e+01,1.349144613488740774e+01,1.401512288265508666e+01,1.455240162387127789e+01,1.510328235853597789e+01,1.566776508664919376e+01,1.624584980821091662e+01,1.683753652322115357e+01,1.744282523167990107e+01,1.806171593358715910e+01,1.869420862894292767e+01,1.934030331774721034e+01,2.000000000000000000e+01
4.213451771214710817e+00,4.220026760064684801e+00,4.239751726614604088e+00,4.272626670864468679e+00,4.318651592814279461e+00,4.377826492464037322e+00,4.450151369813741375e+00,4.535626224863389844e+00,4.634251057612986280e+00,4.746025868062527131e+00,4.870950656212015950e+00,5.009025422061450072e+00,5.160250165610829498e+00,5.324624886860156892e+00,5.502149585809428700e+00,5.692824262458646700e+00,5.896648916807811780e+00,6.113623548856922163e+00,6.343748158605978738e+00,6.587022746054982392e+00,6.843447311203929573e+00,7.113021854052824722e+00,7.395746374601666062e+00,7.691620872850453594e+00,8.000645348799187317e+00,8.322819802447867232e+00,8.658144233796489786e+00,9.006618642845062084e+00,9.368243029593580573e+00,9.743017394042045254e+00,1.013094173619045257e+01,1.053201605603880964e+01,1.094624035358711112e+01,1.137361462883536234e+01,1.181413888178355442e+01,1.226781311243169270e+01,1.273463732077978072e+01,1.321461150682781316e+01,1.370773567057579179e+01,1.421400981202371661e+01,1.473343393117158584e+01,1.526600802801940304e+01,1.581173210256716644e+01,1.637060615481487602e+01,1.694263018476253180e+01,1.752780419241013021e+01,1.812612817775767837e+01,1.873760214080517272e+01,1.936222608155261682e+01,2.000000000000000000e+01
4.738063729153417114e+00,4.744420220728113868e+00,4.763489695452204131e+00,4.795272153325686126e+00,4.839767594348562518e+00,4.896976018520832419e+00,4.966897425842495828e+00,5.049531816313550969e+00,5.144879189934000507e+00,5.252939546703841778e+00,5.373712886623078333e+00,5.507199209691707509e+00,5.653398515909730193e+00,5.812310805277145498e+00,5.983936077793954311e+00,6.168274333460155745e+00,6.365325572275750687e+00,6.575089794240739138e+00,6.797566999355121098e+00,7.032757187618896566e+00,7.280660359032063766e+00,7.541276513594625364e+00,7.814605651306580469e+00,8.100647772167928196e+00,8.399402876178669430e+00,8.710870963338804174e+00,9.035052033648330649e+00,9.371946087107250634e+00,9.721553123715565903e+00,1.008387314347327290e+01,1.045890614638037164e+01,1.084665213243686566e+01,1.124711110164275318e+01,1.166028305399803600e+01,1.208616798950270876e+01,1.252476590815677326e+01,1.297607680996023483e+01,1.344010069491308634e+01,1.391683756301533492e+01,1.440628741426697346e+01,1.490845024866800550e+01,1.542332606621843105e+01,1.595091486691825189e+01,1.649121665076746268e+01,1.704423141776607054e+01,1.760995916791407012e+01,1.818839990121146144e+01,1.877955361765824804e+01,1.938342031725442993e+01,2.000000000000000000e+01
5.245242002259713487e+00,5.251387257569059663e+00,5.269823023497099079e+00,5.300549300043829959e+00,5.343566087209253190e+00,5.398873384993368774e+00,5.466471193396178485e+00,5.546359512417677884e+00,5.638538342057872299e+00,5.743007682316757290e+00,5.859767533194335520e+00,5.988817894690605215e+00,6.130158766805569925e+00,6.283790149539226100e+00,6.449712042891573738e+00,6.627924446862613728e+00,6.818427361452346958e+00,7.021220786660773427e+00,7.236304722487890473e+00,7.463679168933701646e+00,7.703344125998203396e+00,7.955299593681398385e+00,8.219545571983285726e+00,8.496082060903866306e+00,8.784909060443139239e+00,9.086026570601104524e+00,9.399434591377760384e+00,9.725133122773110372e+00,1.006312216478715271e+01,1.041340171741988740e+01,1.077597178067131445e+01,1.115083235454143384e+01,1.153798343903024559e+01,1.193742503413775324e+01,1.234915713986394969e+01,1.277317975620883672e+01,1.320949288317241965e+01,1.365809652075469316e+01,1.411899066895566257e+01,1.459217532777532078e+01,1.507765049721367134e+01,1.557541617727071426e+01,1.608547236794645485e+01,1.660781906924088247e+01,1.714245628115400422e+01,1.768938400368581654e+01,1.824860223683632299e+01,1.882011098060552357e+01,1.940391023499341827e+01,2.000000000000000000e+01
5.735565939445184114e+00,5.741506978204266254e+00,5.759330094481510898e+00,5.789035288276918045e+00,5.830622559590488585e+00,5.884091908422222517e+00,5.949443334772120728e+00,6.026676838640179668e+00,6.115792420026403775e+00,6.216790078930789498e+00,6.329669815353339501e+00,6.454431629294051120e+00,6.591075520752927019e+00,6.739601489729967199e+00,6.900009536225169882e+00,7.072299660238533292e+00,7.256471861770062759e+00,7.452526140819754730e+00,7.660462497387608316e+00,7.880280931473626183e+00,8.111981443077805665e+00,8.355564032200149427e+00,8.611028698840657469e+00,8.878375442999328016e+00,9.157604264676159289e+00,9.448715163871156619e+00,9.751708140584314677e+00,1.006658319481563701e+01,1.039334032656512363e+01,1.073197953583277275e+01,1.108250082261858260e+01,1.144490418692255673e+01,1.181918962874469514e+01,1.220535714808499961e+01,1.260340674494346302e+01,1.301333841932008895e+01,1.343515217121487915e+01,1.386884800062783185e+01,1.431442590755895061e+01,1.477188589200822832e+01,1.524122795397567209e+01,1.572245209346127659e+01,1.621555831046504892e+01,1.672054660498697842e+01,1.723741697702707398e+01,1.776616942658533205e+01,1.830680395366175617e+01,1.885932055825633924e+01,1.942371924036909192e+01,2.000000000000000000e+01
