0.000000000000000000e+00,3.125000000000000000e-01,1.250000000000000000e+00,2.812500000000000000e+00,5.000000000000000000e+00,7.812500000000000000e+00,1.125000000000000000e+01,1.531250000000000000e+01,2.000000000000000000e+01
1.126225994537932706e-02,3.235862871337327751e-01,1.260558368698793119e+00,2.822178504640560526e+00,5.008446694959034495e+00,7.819362939654215694e+00,1.125492723872610412e+01,1.531513959217469889e+01,2.000000000000000000e+01
2.251817796580457554e-02,3.346663314350888929e-01,1.271110791842941845e+00,2.831851559189363154e+00,5.016888633474353654e+00,7.826222014697911789e+00,1.125985170286003978e+01,1.531777769796073585e+01,2.000000000000000000e+01
3.376775763249462159e-02,3.457401364194868654e-01,1.281657272780463597e+00,2.841519166715424927e+00,5.025325818224370522e+00,7.833077227307301271e+00,1.126477339396421584e+01,1.532041431819511601e+01,2.000000000000000000e+01
4.501100251466327862e-02,3.568077056003716718e-01,1.292197814857496851e+00,2.851181330286038929e+00,5.033758251885997126e+00,7.839928579657373220e+00,1.126969231360016543e+01,1.532304945371437377e+01,2.000000000000000000e+01
5.624791617950375411e-02,3.678690424891989941e-01,1.302732421418284714e+00,2.860838052966760969e+00,5.042185937134627594e+00,7.846776073921884809e+00,1.127460846332853350e+01,1.532568310535457101e+01,2.000000000000000000e+01
6.747850219221307455e-02,3.789241505954597522e-01,1.313261095805199785e+00,2.870489337821433118e+00,5.050608876644159473e+00,7.853619712273379960e+00,1.127952184470909280e+01,1.532831527395130067e+01,2.000000000000000000e+01
7.870276411597210142e-02,3.899730334266600096e-01,1.323783841358723734e+00,2.880135187912163719e+00,5.059027073086978632e+00,7.860459496883170694e+00,1.128443245930073857e+01,1.533094596033968138e+01,2.000000000000000000e+01
8.992070551195663342e-02,4.010156944883322971e-01,1.334300661417459288e+00,2.889775606299337607e+00,5.067440529133967253e+00,7.867295429921348671e+00,1.128934030866148142e+01,1.533357516535436460e+01,2.000000000000000000e+01
1.011323299393374064e-01,4.120521372840352248e-01,1.344811559318128902e+00,2.899410596041617882e+00,5.075849247454502944e+00,7.874127513556783420e+00,1.129424539434845975e+01,1.533620288982953284e+01,2.000000000000000000e+01
1.123376409552823141e-01,4.230823653153560349e-01,1.355316538395577197e+00,2.909040160195945912e+00,5.084253230716461402e+00,7.880955749957125001e+00,1.129914771791793626e+01,1.533882913459889430e+01,2.000000000000000000e+01
