0.000000000000000000e+00,2.222222222222222321e+00,8.888888888888889284e+00,2.000000000000000000e+01
1.307176484804486449e+00,3.384156875381766127e+00,9.615098047113603386e+00,2.000000000000000000e+01
2.528917451487682211e+00,4.470148845766829027e+00,1.029384302860426814e+01,2.000000000000000000e+01
3.670806865062350433e+00,5.485161657833200977e+00,1.092822603614574994e+01,2.000000000000000000e+01
4.738063729153417114e+00,6.433834425914148447e+00,1.152114651619634245e+01,2.000000000000000000e+01
5.735565939445184114e+00,7.320503057284608595e+00,1.207531441080288026e+01,2.000000000000000000e+01
6.667872578095255243e+00,8.149220069418005252e+00,1.259326254338625262e+01,2.000000000000000000e+01
7.539244751011802137e+00,8.923773112010490394e+00,1.307735819500655694e+01,2.000000000000000000e+01
8.353665063230874210e+00,9.647702278427445322e+00,1.352981392401715333e+01,2.000000000000000000e+01
9.114855821405951630e+00,1.032431628569418081e+01,1.395269767855886300e+01,2.000000000000000000e+01
9.826296046604181100e+00,1.095670759698149510e+01,1.434794224811343355e+01,2.000000000000000000e+01
1.049123737516625354e+01,1.154776655570333688e+01,1.471735409731458510e+01,2.000000000000000000e+01
1.111271892030477915e+01,1.210019459582646917e+01,1.506262162239154279e+01,2.000000000000000000e+01
1.169358116236604772e+01,1.261651658876981941e+01,1.538532286798113802e+01,2.000000000000000000e+01
1.223647893124065433e+01,1.309909238332502568e+01,1.568693273957814327e+01,2.000000000000000000e+01
