6.207333681370667128e-02,6.158631069594263652e-01,2.277232417396585440e+00,5.046185654532845177e+00,8.922747314257595264e+00,1.390706219954310718e+01,2.000000000000000000e+01
1.243450804053098935e-01,6.763695557924149782e-01,2.332442981953730232e+00,5.092580711903071489e+00,8.956851925951143656e+00,1.392556736843041065e+01,2.000000000000000000e+01
1.867858907195610596e-01,7.370464343920438699e-01,2.387828065409492329e+00,5.139163243067937259e+00,8.991175279028132294e+00,1.394431420934142807e+01,2.000000000000000000e+01
2.493689554798755592e-01,7.978675742313081631e-01,2.443363430485606003e+00,5.185910255383249456e+00,9.025685577388276926e+00,1.396323901869785900e+01,2.000000000000000000e+01
3.120696621521926173e-01,8.588087509959884125e-01,2.499026017527375743e+00,5.232798201592185450e+00,9.060351023061494757e+00,1.398229554764317051e+01,2.000000000000000000e+01
3.748652589401550439e-01,9.198473808726648215e-01,2.554793746670194210e+00,5.279803639216421374e+00,9.095141812662863146e+00,1.400144932053632196e+01,2.000000000000000000e+01
4.377345602297322280e-01,9.809622868471645774e-01,2.610645466699461625e+00,5.326903794432455541e+00,9.130030914254307461e+00,1.402067399483403598e+01,2.000000000000000000e+01
5.006577175735342777e-01,1.042133532719328626e+00,2.666560978156711670e+00,5.374076965357242663e+00,9.164994231979267880e+00,1.403994898401689184e+01,2.000000000000000000e+01
5.636160557792803116e-01,1.103342312572422657e+00,2.722521082951849802e+00,5.421302772157957861e+00,9.200010480697518034e+00,1.405925787394345150e+01,2.000000000000000000e+01
6.265919631673347867e-01,1.164570880648709617e+00,2.778507633092833995e+00,5.468562284811046226e+00,9.235060938739371394e+00,1.407858734574682025e+01,2.000000000000000000e+01
6.895688218110462842e-01,1.225802507655147311e+00,2.834503565187450391e+00,5.515838062057017765e+00,9.270129164080051609e+00,1.409792642767294346e+01,2.000000000000000000e+01
7.525309642934029375e-01,1.287021452227274709e+00,2.890492916028890136e+00,5.563114130272492908e+00,9.305200715144138712e+00,1.411726596435232572e+01,2.000000000000000000e+01
8.154636459715645103e-01,1.348212939325401205e+00,2.946460819386911290e+00,5.610375924364372935e+00,9.340262894332706622e+00,1.413659823244550395e+01,2.000000000000000000e+01
8.783530246263326902e-01,1.409363140084145538e+00,3.002393486457584082e+00,5.657610206656970675e+00,9.375304520546325904e+00,1.415591665667090204e+01,2.000000000000000000e+01
9.411861420227872754e-01,1.470459149837813007e+00,3.058278173282890311e+00,5.704804974796472194e+00,9.410315731189594857e+00,1.417521559596693770e+01,2.000000000000000000e+01
1.003950904055358029e+00,1.531488962667872045e+00,3.114103138505413870e+00,5.751949365987313989e+00,9.445287811530205246e+00,1.419449017956495318e+01,2.000000000000000000e+01
1.066636057748493238e+00,1.592441441933054591e+00,3.169857594486738872e+00,5.799033562216923343e+00,9.480213048305721202e+00,1.421373617922501253e+01,2.000000000000000000e+01
1.129231164490227313e+00,1.653306286950411153e+00,3.225531654330962450e+00,5.846048699282292205e+00,9.515084604298765569e+00,1.423294990813137595e+01,2.000000000000000000e+01
1.191726569586158080e+00,1.714073996401257460e+00,3.281116276846555380e+00,5.892986781188548129e+00,9.549896410800322144e+00,1.425212813976909665e+01,2.000000000000000000e+01
1.254113368634890868e+00,1.774735829229592277e+00,3.336603211013696502e+00,5.939840600672378734e+00,9.584643075226361830e+00,1.427126804201148325e+01,2.000000000000000000e+01
