3.526936454625662631e-01,6.589783112230459539e-01,1.577832308504484971e+00,3.109508843607730721e+00,5.254493490129288347e+00,8.013680871834592878e+00,1.138868361555330821e+01,1.538239380421506297e+01,2.000000000000000000e+01
8.403042516703832510e-01,1.139042892737310630e+00,2.035258815938092880e+00,3.529269948473117147e+00,5.621632212752829538e+00,8.313241110469338224e+00,1.160544939525221864e+01,1.550018678984319287e+01,2.000000000000000000e+01
1.391052780180044302e+00,1.681413493539872572e+00,2.552495633619357385e+00,4.004543963153529340e+00,6.037960354105851302e+00,8.653335419527570238e+00,1.185146214059689385e+01,1.563332022228445695e+01,2.000000000000000000e+01
1.965355056070197337e+00,2.246927074674106795e+00,3.091643130485835389e+00,4.499652764251520054e+00,6.471190776689168089e+00,9.006580191768582822e+00,1.210621900082559854e+01,1.577054904836165683e+01,2.000000000000000000e+01
2.542244766034171377e+00,2.814918849996477679e+00,3.632941101883396140e+00,4.996389676121076207e+00,6.905382695578949459e+00,9.360073207144782970e+00,1.236063408162372568e+01,1.590723358119787356e+01,2.000000000000000000e+01
3.111047591658339773e+00,3.374899252321529097e+00,4.166454234311097515e+00,5.485746797159621657e+00,7.332826044860530246e+00,9.707749704665431523e+00,1.261057200809739243e+01,1.604132607654852194e+01,2.000000000000000000e+01
3.666573596532318291e+00,3.921779560734832248e+00,4.687397453342374121e+00,5.963437097107664897e+00,7.749910054368786660e+00,1.004682386412806139e+01,1.285417264854333830e+01,1.617192381500765208e+01,2.000000000000000000e+01
4.206480411539820885e+00,4.453267728438508044e+00,5.193629679134570409e+00,6.427563275153984179e+00,8.155060699715139805e+00,1.037610415907503203e+01,1.309065827666976922e+01,1.629865927633477796e+01,2.000000000000000000e+01
4.729876971493522042e+00,4.968494622066111255e+00,5.684347573783877117e+00,6.877426434507470709e+00,8.547713827515579510e+00,1.069517971651156607e+01,1.331977488119838249e+01,1.642142152407289757e+01,2.000000000000000000e+01
5.236600376942667445e+00,5.467304243501554417e+00,6.159415843178214445e+00,7.312922762385102970e+00,8.927803189940595630e+00,1.100402157612912113e+01,1.354152276608312100e+01,1.654022346320684633e+01,2.000000000000000000e+01
